	sch	sch_date	wmo	wmo_date	delta_days	station	min_date	max_date	records	latitude	longitude	station_name
2289	XXX 	1990-08-24	99	1990-08-29	5	0-20000-0-65467	1966-05-27	2000-09-13	529	4.900000095367432	-1.7999999523162842	TAKORADI
2290	-922	1978-12-29	99	1980-01-20	386	0-20000-0-62259	1969-10-16	1989-11-13	8477	25.719999313354492	21.1299991607666	TAZERBO
2291	NA	NA	NA	NA	NA	0-20000-0-48465	1983-10-03	1989-11-26	7	7.0	13.149999618530273	100.07
2292	NA	NA	NA	NA	NA	0-20000-0-37808	1969-10-23	1970-10-27	48	48.0	40.18000030517578	45.37
2293	NA	NA	NA	NA	NA	0-20000-0-92082	1979-11-24	1981-09-10	2	2.0	-3.319999933242798	154.67
2294	99	1978-12-28	99	1978-12-28	0	0-20000-0-15090	1973-03-27	1996-05-13	1503	47.16999816894531	27.579999923706055	IASI
2295	NA	NA	NA	NA	NA	0-20000-0-94898	1982-05-07	1993-02-20	2	2.0	-38.380001068115234	145.22
2296	NA	NA	NA	NA	NA	0-20000-0-01141	1983-11-29	1984-07-16	2	2.0	68.1500015258789	13.62
2297	NA	NA	NA	NA	NA	0-20000-0-04007	1998-04-04	1998-04-04	1	1.0	65.87000274658203	-23.6
2298	NA	NA	NA	NA	NA	0-20000-0-80211	1985-08-26	1985-08-26	1	1.0	4.5	-75.72
2299	NA	NA	NA	NA	NA	0-20000-0-40250	1979-12-21	2001-03-04	10	10.0	32.5	38.2
2300	XXX 	1994-08-29	NA	1900-01-01	-1	0-20000-0-72311	1955-09-02	1994-08-29	31996	33.95000076293945	-83.31999969482422	ATHENS/MUN., GA.
2301	NA	NA	NA	NA	NA	0-20000-0-91683	2006-07-28	2006-07-28	1	1.0	-18.049999237060547	178.57
2302	XXX 	1998-09-28	NA	1900-01-01	-1	0-20000-0-65472	1963-07-04	2001-11-13	5786	5.599999904632568	-0.10000000149011612	ACCRA
2303	XXX 	1979-12-13	NA	1900-01-01	-1	0-20300-0-37409	1969-11-01	1979-12-17	421	42.130001068115234	43.029998779296875	SAKARA
2304	NA	NA	NA	NA	NA	0-20000-0-91555	1985-08-31	1985-08-31	1	1.0	-16.420000076293945	167.8
2305	NA	NA	NA	NA	NA	0-20000-0-40945	1979-12-06	2012-05-19	3	3.0	34.81999969482422	67.82
2306	NA 	1976-08-09	NA 	1976-08-09	0	0-20000-0-40022	1957-08-25	1993-03-08	2138	35.529998779296875	35.79999923706055	LATTAKIA
2307	XXX 	2006-03-23	NA	1900-01-01	-1	0-20000-0-03066	1989-09-19	2006-03-31	1122	57.650001525878906	-3.569999933242798	KINLOSS
2308	H9G 	2004-12-31	132	2014-06-26	3464	0-20001-0-50953	1956-08-20	2021-12-31	48793	45.75	126.62999725341797	HARBIN (50953-1)
2309	NA	NA	NA	NA	NA	0-20000-0-65351	1979-12-14	1979-12-14	1	1.0	10.869999885559082	0.25
2310	VNg 	2006-03-16	NA	1900-01-01	-1	0-20000-0-03257	1989-09-21	2010-05-02	987	54.29999923706055	-1.5299999713897705	LEEMING
2311	NA	NA	NA	NA	NA	0-20000-0-71377	2021-05-18	2021-05-18	1	1.0	45.426998138427734	-73.929
2312	XXX 	1985-07-26	99	1985-07-26	0	0-20000-0-94476	1948-01-01	1985-07-27	43409	-27.55500030517578	135.4459991455078	OODNADATTA AIRPORT
2313	H9G 	2005-12-31	132	2015-06-11	3449	0-20000-0-54292	1956-08-20	2021-12-31	46541	42.900001525878906	129.52000427246094	YANJI
2314	NA	NA	NA	NA	NA	0-20000-0-40602	1989-09-08	1989-09-08	1	1.0	36.79999923706055	42.1
2315	NA	NA	NA	NA	NA	0-20000-0-94600	1979-12-03	1980-01-31	3	3.0	-33.529998779296875	115.0
2316	NA 	1978-12-30	132	2018-03-31	14336	0-20000-0-57687	1956-08-20	2021-12-31	47376	28.25	112.83000183105469	CHANGSHA (57687-0)
2317	NA	NA	NA	NA	NA	0-20000-0-95986	1979-12-20	1980-05-20	2	2.0	-43.25	148.0
2318	NA 	1978-10-31	99	1989-09-07	3963	0-20000-0-64705	1974-06-20	2012-12-20	28	10.479999542236328	16.719999313354492	BOUSSO
2319	NA	NA	NA	NA	NA	0-20000-0-03803	1980-01-17	1986-10-24	5	5.0	50.06999969482422	-6.07
2320	NA	NA	NA	NA	NA	0-20000-0-06251	1983-04-04	1990-03-10	3	3.0	53.369998931884766	5.22
2321	NA 	1978-12-30	99	1980-01-01	367	0-20000-0-95966	1938-01-06	2004-05-31	80858	-41.54899978637695	147.21400451660156	LAUNCESTON AIRPORT
2322	NA	NA	NA	NA	NA	0-20000-0-22573	1983-04-02	1983-04-02	1	1.0	64.9000015258789	45.77
2323	NA	NA	NA	NA	NA	0-20000-0-14557	1980-01-28	1986-02-13	3	3.0	44.54999923706055	18.7
2324	W__ 	1978-12-30	99	1980-02-04	401	0-20000-0-96179	1978-10-01	2022-01-08	26352	-0.47999998927116394	104.58000183105469	SINGKEP/DABO
2325	NA	NA	NA	NA	NA	0-20000-0-67563	1980-10-16	1980-10-16	1	1.0	-12.600000381469727	28.12
2326	NA	NA	NA	NA	NA	0-20000-0-24988	1980-01-08	1980-01-08	1	1.0	60.08000183105469	142.33
2327	99	1983-04-22	99	1983-04-22	0	0-20000-0-28465	1983-04-22	1985-12-07	2	56.68000030517578	66.3499984741211	YALTUROVOSK
2328	V8A 	1988-04-07	NA	1900-01-01	-1	0-20000-0-65555	1940-01-01	2000-10-01	26744	7.732999801635742	-5.066999912261963	BOUAKE
2329	NA	NA	NA	NA	NA	0-20000-0-71332	1932-08-24	1970-02-17	14787	14787.0	67.81700134277344	-115.135
2330	XXX 	1999-01-12	177	2019-10-17	7583	0-20000-0-63612	1957-07-01	2020-10-03	12526	3.119999885559082	35.619998931884766	LODWAR
2331	NA 	1975-01-14	NA 	1975-01-14	0	0-20000-0-72306	1941-01-09	1993-03-13	26013	35.867000579833984	-78.78299713134766	RALEIGH/RALEIGH-DURHAM, NC.
2332	NA 	1958-12-29	NA 	1958-12-29	0	0-20000-0-60540	1957-07-01	1987-06-08	261	34.130001068115234	0.07999999821186066	EL-KHEITER
2333	99	1962-08-31	99	1962-08-31	0	0-20000-0-88903	1951-10-18	1980-10-18	1386	-54.27000045776367	-36.5	GRYTVIKEN,  SOUTH GEORGIA
2334	ZSg 	1998-04-06	NA	1900-01-01	-1	0-20300-0-98753	1949-03-01	2022-01-08	21398	7.070000171661377	125.5999984741211	DAVAO AIRPORT
2335	NA	NA	NA	NA	NA	0-20300-0-99007	1946-01-01	1974-06-27	18420	18420.0	56.5	-51.0
2336	NA	NA	NA	NA	NA	0-20000-0-94274	1980-10-19	1981-06-10	2	2.0	-18.280000686645508	143.53
2337	NA	NA	NA	NA	NA	0-20000-0-04058	1980-11-19	2003-09-21	4	4.0	63.41999816894531	-19.18
2338	9	1993-03-29	9	1993-03-29	0	0-20000-0-85041	1993-03-29	2004-02-14	240	-11.020000457763672	-68.77999877929688	COBIJA
2339	NA 	1955-07-25	NA 	1955-07-25	0	0-20000-0-95676	1945-02-27	1998-11-02	2250	-34.75	138.60000610351562	EDINBURGH RAAF
2340	XXX 	1985-02-22	99	1985-02-23	0	0-20000-0-07061	1970-05-06	1988-08-15	1262	49.81999969482422	3.200000047683716	SAINT-QUENTIN
2341	NA	NA	NA	NA	NA	0-20000-0-11214	1993-04-02	1993-05-16	3	3.0	46.93000030517578	14.92
2342	W__ 	1983-04-01	1	1988-09-30	2009	0-20000-0-97748	1983-04-01	2022-01-08	16955	-3.799999952316284	130.8300018310547	GESER
2343	NA	NA	NA	NA	NA	0-20500-0-3128	1955-02-08	1955-03-31	109	109.0	38.75	-117.05
2344	99	1978-12-30	99	1978-12-30	0	0-20000-0-96195	1960-04-25	2022-01-08	15377	-1.6299999952316284	103.6500015258789	JAMBI/SULTAN TAHA
2345	NA	NA	NA	NA	NA	0-20000-0-34861	1991-09-19	1991-09-19	1	1.0	46.31999969482422	44.3
2346	NA	NA	NA	NA	NA	0-20000-0-62635	1993-04-29	1993-04-29	1	1.0	19.829999923706055	36.97
2347	123	2018-06-01	123	2018-06-01	0	0-20000-0-72551	2018-06-01	2018-07-31	51	40.849998474121094	-96.75	LINCOLN/MUN., NE.
2348	VC_ 	1994-02-17	61	1994-02-17	0	0-20001-0-71203	1994-02-17	2017-06-30	17087	49.95000076293945	-119.4000015258789	KELOWNA UA, BC
2349	NA 	1978-09-26	99	1984-02-14	1967	0-20000-0-07266	1969-11-04	1999-12-14	3349	47.79999923706055	3.549999952316284	AUXERRE PERRIGNY
2350	NA	NA	NA	NA	NA	0-20500-0-3141	1957-10-28	1958-10-31	281	281.0	36.900001525878906	-116.75
2351	NA	NA	NA	NA	NA	0-20500-0-68601	1957-01-01	1958-10-20	38	38.0	-85.02999877929688	-164.67
2352	NA	NA	NA	NA	NA	0-20000-0-01002	1998-05-01	1998-05-01	1	1.0	80.05000305175781	16.25
2353	VHN 	1987-01-09	99	1987-02-15	36	0-20000-0-94238	1969-08-14	2012-11-28	50030	-19.642000198364258	134.18299865722656	TENNANT CREEK AIRPORT
2354	NA	NA	NA	NA	NA	0-20000-0-10537	1983-05-22	1985-02-14	2	2.0	50.81999969482422	9.13
2355	NA	NA	NA	NA	NA	0-20000-0-16541	1991-10-05	1991-10-05	1	1.0	39.66999816894531	9.43
2356	NA	NA	NA	NA	NA	0-20000-0-41416	1949-02-17	1954-11-12	700	700.0	15.366999626159668	42.583
2357	NA 	1974-09-27	99	1981-03-15	2360	0-20000-0-07471	1927-06-18	1983-10-22	1162	45.04999923706055	3.880000114440918	LE PUY-LOUDES
2358	I46 	2006-03-29	90	2006-07-14	107	0-20000-0-42369	1956-02-04	2022-01-08	58328	26.75	80.87999725341797	LUCKNOW/AMAUSI
2359	VC_ 	1996-02-01	NA	1900-01-01	-1	0-20000-0-08160	1924-02-02	2015-10-30	21394	41.650001525878906	-0.8799999952316284	ZARAGOZA/AEROPUERTO
2360	99	1983-05-14	99	1983-05-14	0	0-20000-0-32069	1983-05-14	1991-12-31	4	50.04999923706055	142.1699981689453	PIL'VO
2361	NA 	1978-11-09	99	1980-01-13	429	0-20000-0-37899	1966-05-27	1993-04-11	1689	39.81999969482422	46.75	SHUSHA
2362	NA	NA	NA	NA	NA	0-20000-0-01003	1998-05-01	1998-05-01	1	1.0	77.0	15.5
2363	NA	NA	NA	NA	NA	0-20000-0-94260	1979-12-30	1987-02-14	166	166.0	-17.729999542236328	139.53
2364	141	2018-08-28	141	2018-08-28	0	0-20000-0-80210	2018-08-28	2019-06-25	169	4.820000171661377	-75.7300033569336	PEREIRA/MATECANA
2365	XXX 	1985-02-07	NA	1900-01-01	-1	0-20000-0-07535	1970-03-08	1985-10-28	964	44.75	1.399999976158142	GOURDON
2366	NA	NA	NA	NA	NA	0-20000-0-15615	1984-10-09	1993-10-07	11	11.0	42.18000030517578	23.58
2367	NA 	1944-10-30	NA 	1944-10-30	0	0-20000-0-72314	1942-03-01	1983-05-06	738	35.21699905395508	-80.93299865722656	CHARLOTTE/DOUGLAS, NC.
2368	NA	NA	NA	NA	NA	0-20300-0-48902	1962-12-29	1971-07-10	5176	5176.0	10.369999885559082	107.1
2369	NA	NA	NA	NA	NA	0-20000-0-94152	1987-01-13	1987-02-15	82	82.0	-16.010000228881836	136.11
2370	NA	NA	NA	NA	NA	0-20000-0-10033	1949-03-16	1954-09-30	2840	2840.0	54.83000183105469	9.51
2371	99	1981-01-12	99	1981-01-12	0	0-20000-0-22235	1981-01-12	1992-03-08	3	67.37000274658203	37.029998779296875	KRASNOSCEL'E
2372	NA	NA	NA	NA	NA	0-20000-0-40700	1991-10-13	2007-07-15	3	3.0	39.650001525878906	48.13
2373	NA	NA	NA	NA	NA	0-20000-0-16422	1983-06-02	1987-01-18	6	6.0	38.06999969482422	15.65
2374	XXX 	1993-09-13	NA	1900-01-01	-1	0-20300-0-37260	1947-04-03	1993-09-14	40238	43.02000045776367	41.02000045776367	SUKHUMI (AGMS)
2375	NA	NA	NA	NA	NA	0-20000-0-30504	1981-01-16	1981-01-16	1	1.0	54.599998474121094	100.63
2376	NA	NA	NA	NA	NA	0-20000-0-16033	1984-10-13	1985-11-07	2	2.0	46.72999954223633	12.22
2377	NA 	1948-08-24	NA 	1948-08-24	0	0-20000-0-71421	1943-11-29	1983-06-21	219	51.83000183105469	-62.880001068115234	LAC EON, QUE
2378	NA	NA	NA	NA	NA	0-20500-0-3152	1957-07-16	1964-05-29	206	206.0	35.970001220703125	-115.73
2379	NA	NA	NA	NA	NA	0-20000-0-40260	1981-01-22	1987-10-07	7	7.0	32.20000076293945	37.13
2380	99	1978-12-29	99	1978-12-29	0	0-20000-0-60620	1957-07-01	2008-06-30	25073	27.8799991607666	-0.2800000011920929	ADRAR
2381	28	1998-05-07	28	1998-05-07	0	0-20000-0-07003	1998-05-07	2013-04-07	3	50.52000045776367	1.6200000047683716	LE TOUQUET
2382	NA	NA	NA	NA	NA	0-20000-0-48402	1968-06-02	1968-06-05	7	7.0	15.279999732971191	100.3
2383	NA 	1964-04-23	NA 	1964-04-23	0	0-20000-0-94266	1950-10-01	1981-04-11	248	-17.687000274658203	141.072998046875	NORMANTON AIRPORT
2384	NA	NA	NA	NA	NA	0-20000-0-65516	1981-01-10	1981-11-18	2	2.0	11.670000076293945	-2.92
2385	NA	NA	NA	NA	NA	0-20000-0-22641	1984-10-02	1984-10-02	1	1.0	63.900001525878906	38.12
2386	79	1978-12-29	79	1978-12-29	0	0-20000-0-96249	1954-07-01	2022-01-08	18515	-2.75	107.75	TANJUNG PANDAN/BULUH TUMBANG
2387	XXX 	2002-11-26	177	2019-08-10	6101	0-20000-0-65548	1965-08-08	2021-10-22	31450	7.380000114440918	-7.510000228881836	MAN
2388	NA	NA	NA	NA	NA	0-20000-0-48325	1998-05-04	1998-05-04	1	1.0	18.170000076293945	97.93
2389	NA	NA	NA	NA	NA	0-20000-0-06147	1981-02-22	1981-02-22	1	1.0	54.95000076293945	12.55
2390	99	1988-04-26	99	1988-04-26	0	0-20000-0-29998	1988-04-26	1994-05-25	5	52.5	99.81999969482422	ORLIK
2391	RZW 	2008-08-17	88	2009-09-17	396	0-20001-0-20744	1950-01-12	2022-01-08	39490	72.37999725341797	52.72999954223633	MALYE KARMAKULY (20744-1)
2392	NA	NA	NA	NA	NA	0-20300-0-48864	1966-04-01	1971-10-11	2179	2179.0	15.420000076293945	108.7
2393	NA	NA	NA	NA	NA	0-20000-0-28908	1984-10-03	1984-10-03	1	1.0	52.619998931884766	51.28
2394	NA	NA	NA	NA	NA	0-20000-0-97310	1988-04-29	1989-03-01	2	2.0	-8.270000457763672	122.97
2395	NA 	1944-10-30	NA 	1944-10-30	0	0-20000-0-42708	1944-10-23	1979-06-02	3	23.469999313354492	87.77999877929688	SHANTI NIKETAN
2396	NA	NA	NA	NA	NA	0-20000-0-67771	1998-05-07	1998-05-07	1	1.0	-17.3700008392334	30.2
2397	FGC 	2009-05-18	57	2009-05-18	0	0-20000-0-43150	1928-09-23	2022-01-08	86430	17.683000564575195	83.30000305175781	VISHAKHAPATNAM/WALTAIR
2398	18	1979-06-15	18	1979-06-15	0	0-20000-0-43111	1979-06-15	1979-06-29	2	17.93000030517578	73.66000366210938	MAHABALESHWAR
2399	NA 	1978-12-28	NA 	1978-12-28	0	0-20000-0-82791	1976-06-03	1979-12-24	170	-7.019999980926514	-37.27000045776367	PATOS (82791-0)
2400	NA	NA	NA	NA	NA	0-20000-0-02154	1998-06-12	1998-06-12	1	1.0	65.87999725341797	20.15
2401	NA	NA	NA	NA	NA	0-20000-0-95284	1979-05-20	1981-09-04	3	3.0	-17.3799991607666	145.38
2402	VCG 	2005-05-15	61	2006-09-04	476	0-20000-0-76743	2005-05-15	2022-01-08	4059	17.981000900268555	-92.9209976196289	VILLAHERMOSA, TAB.
2403	NA 	1978-12-29	NA 	1978-12-29	0	0-20000-0-06180	1949-01-01	1987-02-08	19665	55.630001068115234	12.670000076293945	KOEBENHAVNS LUFTHAVN
2404	NA 	1968-02-28	11	1983-06-12	5583	0-20000-0-88881	1948-02-02	1994-05-21	6334	-51.70000076293945	-57.86000061035156	MOUNT KENT
2405	18	1979-06-21	18	1979-06-21	0	0-20000-0-43317	1979-06-21	2015-07-13	5	11.399999618530273	76.7300033569336	UDHAGAMANDALAM
2406	NA	NA	NA	NA	NA	0-20000-0-83365	1993-04-23	1993-04-23	1	1.0	-15.630000114440918	-53.9
2407	NA 	1960-07-31	NA 	1960-07-31	0	0-20000-0-62366	1933-12-04	1981-03-24	9202	30.111000061035156	31.413999557495117	CAIRO
2408	NA	NA	NA	NA	NA	0-20300-0-04876	1932-09-03	1970-12-16	1921	1921.0	63.5	-90.7
2409	-922	1979-05-16	2	2016-10-01	13652	0-20000-0-41764	1979-05-16	2021-10-15	1036	25.3799991607666	68.41999816894531	HYDERABAD
2410	NA	NA	NA	NA	NA	0-20000-0-72531	1922-06-23	2018-09-15	19637	19637.0	40.29999923706055	-88.15
2411	H9G 	2005-08-31	132	2015-06-30	3590	0-20000-0-51076	1956-08-21	2021-12-31	47918	47.869998931884766	88.0999984741211	ALTAY
2412	30	1979-06-01	30	1979-06-01	0	0-20000-0-43360	1979-06-01	1993-12-09	20	9.829999923706055	78.08000183105469	MADURAI (43360-0)
2413	MI1 	2004-04-28	90	2008-04-20	1452	0-20000-0-43014	1953-12-31	2022-01-08	51824	19.850000381469727	75.4000015258789	AURANGABAD CHIKALTHANA AERODROME
2414	NA	NA	NA	NA	NA	0-20000-0-40889	1993-05-09	1993-05-09	1	1.0	25.8799991607666	54.48
2415	NA	NA	NA	NA	NA	0-20000-0-43422	1998-06-21	1998-07-06	2	2.0	8.119999885559082	80.47
2416	W__ 	1985-09-15	1	1988-09-29	1110	0-20000-0-97028	1985-09-15	2022-01-08	20068	1.0199999809265137	120.80000305175781	TOLI-TOLI/LALOS
2417	18	1979-06-14	18	1979-06-14	0	0-20000-0-43379	1979-06-14	1979-06-22	2	8.800000190734863	78.1500015258789	TUTICORIN NEW PORT
2418	NA 	1974-06-03	NA 	1974-06-03	0	0-20000-0-64920	1974-06-03	1998-07-04	6	4.699999809265137	11.300000190734863	BAFIA
2419	NA	NA	NA	NA	NA	0-20000-0-23711	1987-02-01	1987-02-01	1	1.0	62.70000076293945	56.2
2420	NA 	1960-05-28	NA 	1960-05-28	0	0-20000-0-40648	1945-06-09	2012-10-04	9327	33.369998931884766	43.56999969482422	HABANYAH
2421	NA	NA	NA	NA	NA	0-20000-0-91689	2006-09-03	2012-03-12	2	2.0	-18.1299991607666	178.43
2422	NA 	1945-04-28	NA 	1945-04-28	0	0-20000-0-47765	1924-04-02	1993-05-05	4888	34.39799880981445	132.46299743652344	HIROSHIMA
2423	NA	NA	NA	NA	NA	0-20000-0-47005	1979-06-14	1984-10-07	2	2.0	41.810001373291016	128.31
2424	NA	NA	NA	NA	NA	0-20000-0-40763	1994-03-15	1994-03-15	1	1.0	35.20000076293945	58.47
2425	NA	NA	NA	NA	NA	0-20000-0-48045	1993-05-19	1993-05-23	2	2.0	21.3799991607666	93.95
2426	NA	NA	NA	NA	NA	0-20000-0-61492	1985-10-10	1985-10-10	1	1.0	16.149999618530273	-13.52
2427	NA 	1945-09-16	NA 	1945-09-16	0	0-20000-0-98232	1945-08-04	1993-10-28	79	18.399999618530273	121.5199966430664	APARRI
2428	VNg 	2007-06-14	80	2007-09-25	102	0-20000-0-92044	1944-03-13	2013-12-02	36891	-2.0	147.4499969482422	MOMOTE W.O.
2429	2	1971-12-27	2	1971-12-27	0	0-20000-0-66422	1953-03-23	1981-09-17	5629	-15.199999809265137	12.149999618530273	MOCAMEDES
2430	NA 	1978-12-28	99	1990-06-07	4179	0-20000-0-71514	1955-07-01	1994-09-01	17053	50.43000030517578	-104.66999816894531	REGINA RCS, SASK
2431	VCG 	2005-01-05	NA	1900-01-01	-1	0-20000-0-68040	1993-05-06	2011-03-29	908	-21.420000076293945	25.600000381469727	LETLHAKANE
2432	NA 	1934-06-23	62	1994-12-08	22082	0-20000-0-10361	1928-02-13	1998-11-03	52	52.130001068115234	11.619999885559082	MAGDEBURG
2433	XXX 	1990-04-30	NA	1900-01-01	-1	0-20000-0-47764	1953-02-01	2006-08-24	9437	34.150001525878906	132.22999572753906	IWAKUNI
2434	XXX 	2006-05-12	NA	1900-01-01	-1	0-20000-0-06476	1949-01-13	2006-05-13	30129	50.03900146484375	5.4039998054504395	ST-HUBERT
2435	NA 	1975-07-01	99	1981-03-28	2097	0-20000-0-91367	1974-01-21	1996-01-04	73	7.269999980926514	168.8300018310547	AILINGLAPALAP ATOLL, MARSHALL IS.
2436	NA	NA	NA	NA	NA	0-20000-0-34186	1993-11-16	1993-11-16	1	1.0	51.33000183105469	48.27
2437	NA 	1978-12-29	NA 	1978-12-29	0	0-20000-0-40690	1949-02-02	2008-09-18	3877	30.517000198364258	47.78300094604492	BASRAH INT. AIRPORT
2438	-922	1942-05-04	61	1994-12-08	19211	0-20000-0-10803	1940-01-16	1997-03-26	1523	48.02299880981445	7.834000110626221	FREIBURG
2439	NA 	1978-12-29	99	1980-01-03	369	0-20000-0-71608	1955-07-01	1996-03-18	23544	49.18000030517578	-123.16999816894531	VANCOUVER SEA ISLAND CCG, BC
2440	NA	NA	NA	NA	NA	0-20500-0-43241	1952-09-22	1953-07-22	304	304.0	38.54999923706055	124.82
2441	79	1978-12-28	79	1978-12-28	0	0-20000-0-96253	1957-07-01	2022-01-08	32169	-3.869999885559082	102.33000183105469	BENGKULU/PADANG KEMILING
2442	NA	NA	NA	NA	NA	0-20000-0-34712	1993-11-06	1993-11-06	1	1.0	47.06999969482422	37.5
2443	NA 	1928-11-17	NA 	1928-11-17	0	0-20000-0-16059	1926-05-07	1994-12-18	23	45.16999816894531	7.630000114440918	TORINO CASELLE
2444	NA	NA	NA	NA	NA	0-20000-0-10020	1985-04-03	1990-06-22	3	3.0	55.02000045776367	8.42
2445	NA 	1945-08-31	NA 	1945-08-31	0	0-20000-0-48033	1945-02-03	1979-09-26	388	22.579999923706055	95.7300033569336	SHWEBO
2446	NA	NA	NA	NA	NA	0-20000-0-48942	1993-11-12	1993-11-12	1	1.0	17.850000381469727	102.6
2447	NA	NA	NA	NA	NA	0-20000-0-91352	1964-10-12	1965-01-09	18	18.0	6.21999979019165	160.7
2448	-922	1963-01-31	99	1985-10-21	8298	0-20000-0-72481	1942-02-01	1993-07-12	11076	37.367000579833984	-120.56700134277344	MERCED/CASTLE AFB,  CA.
2449	NA	NA	NA	NA	NA	0-20000-0-37579	1966-12-02	1978-07-05	888	888.0	41.630001068115234	46.65
2450	NA	NA	NA	NA	NA	0-20000-0-48413	1985-04-28	2001-08-26	4	4.0	15.630000114440918	101.12
2451	NA	NA	NA	NA	NA	0-20000-0-48048	1979-06-22	1979-07-11	4	4.0	21.200000762939453	94.91
2452	NA	NA	NA	NA	NA	0-20000-0-76848	1997-03-24	1997-03-24	1	1.0	16.25	-92.13
2453	NA	NA	NA	NA	NA	0-20000-0-62620	1985-04-27	1986-02-26	2	2.0	20.75	32.55
2454	NA	NA	NA	NA	NA	0-20000-0-48074	1979-06-17	1979-06-18	3	3.0	19.719999313354492	96.22
2455	NA 	1974-07-21	NA 	1974-07-21	0	0-20000-0-61721	1974-07-21	2012-02-22	4	13.5	-14.800000190734863	JANJANGBUREH (GEORGETOWN)
2456	NA 	1978-11-11	1	1981-03-03	843	0-20000-0-93339	1966-07-01	1982-07-18	3722	-39.459999084472656	175.67999267578125	WAIOURU AERO AWS
2457	NA	NA	NA	NA	NA	0-20000-0-03266	1985-05-31	1985-05-31	1	1.0	54.04999923706055	-1.25
2458	99	1975-12-06	99	1975-12-06	0	0-20000-0-60096	1945-11-08	2021-12-31	2334	23.75	-15.930000305175781	DAKHLA
2459	VCL 	1991-03-06	1	1991-03-07	0	0-20000-0-72221	1938-11-01	2021-12-16	60293	30.482999801635742	-86.51699829101562	VALPARAISO/EGLIN AFB, FL.
2460	XXX 	2000-03-31	NA	1900-01-01	-1	0-20000-0-03162	1927-02-17	2000-03-31	287	55.31999969482422	-3.200000047683716	ESKDALEMUIR
2461	NA 	1974-09-18	NA 	1974-09-18	0	0-20000-0-62762	1974-09-18	2012-01-23	3	13.600000381469727	33.599998474121094	SENNAR
2462	RZ3 	1987-12-19	NA	1900-01-01	-1	0-20000-0-89606	1958-01-01	1992-01-07	8895	-78.44999694824219	106.86000061035156	VOSTOK
2463	NA	NA	NA	NA	NA	0-20000-0-48077	1985-11-19	1985-11-19	1	1.0	18.799999237060547	95.22
2464	VCG 	1978-12-29	79	2007-11-01	10533	0-20000-0-82026	1973-10-17	2022-01-08	9220	2.0299999713897705	-56.119998931884766	TIRIOS
2465	NA	NA	NA	NA	NA	0-20000-0-72524	1926-08-27	1973-05-22	15359	15359.0	41.41699981689453	-81.867
2466	NA	NA	NA	NA	NA	0-20000-0-29023	1984-04-24	1985-05-30	2	2.0	59.93000030517578	81.98
2467	99	1978-12-29	99	1978-12-29	0	0-20000-0-61986	1949-07-05	2006-07-25	9486	-16.450000762939453	59.617000579833984	ST. BRANDON (RAPHAEL ISLAND)
2468	NA	NA	NA	NA	NA	0-20000-0-94213	1981-03-25	1981-03-25	1	1.0	-17.020000457763672	128.2
2469	W__ 	1978-12-30	99	1980-03-01	427	0-20300-0-96273	1975-01-14	1992-11-18	256	-4.449999809265137	105.18299865722656	MENGGALA/ASTRA KSET
2470	99	1985-12-28	99	1985-12-28	0	0-20000-0-36061	1985-12-28	1992-12-13	2	52.27000045776367	87.16999816894531	TUROCHAK
2471	MRz 	1990-01-03	28	1994-04-17	1564	0-20000-0-36859	1957-07-05	1994-05-17	27391	44.16999816894531	80.06999969482422	ZHARKENT
2472	-922	1977-12-15	99	1984-02-18	2256	0-20000-0-07747	1920-10-06	1990-05-15	10976	42.70100021362305	2.884999990463257	PERPIGNAN
2473	NA	NA	NA	NA	NA	0-20000-0-94376	1981-03-28	1981-03-28	1	1.0	-24.479999542236328	150.58
2474	NA	NA	NA	NA	NA	0-20000-0-61036	1985-12-11	2010-09-15	2	2.0	14.199999809265137	1.45
2475	-922	1978-12-21	99	1980-08-05	593	0-20000-0-62016	1963-07-07	1992-06-14	3504	32.41999816894531	15.100000381469727	MISURATA
2476	NA	NA	NA	NA	NA	0-20000-0-78588	1994-12-22	1999-09-01	12	12.0	17.18000030517578	-87.5
2477	W__ 	1978-12-30	W__ 	1978-12-30	0	0-20000-0-48887	1978-06-05	2022-01-08	8085	10.930000305175781	108.0999984741211	PHAN THIET
2478	NA	NA	NA	NA	NA	0-20000-0-72536	1939-06-23	1974-04-14	25392	25392.0	41.599998474121094	-83.8
2479	XXX 	2001-10-02	61	2005-01-12	1198	0-20000-0-71716	1970-10-20	2006-09-19	2813	46.79999923706055	-71.4000015258789	VALCARTIER A, QUE
2480	NA	NA	NA	NA	NA	0-20000-0-95543	1981-03-03	1981-03-03	1	1.0	-25.6299991607666	151.62
2481	NA	NA	NA	NA	NA	0-20000-0-94997	1948-02-09	1954-10-30	2318	2318.0	-53.108001708984375	73.722
2482	NA	NA	NA	NA	NA	0-20000-0-02110	1986-01-15	1986-01-15	1	1.0	65.52999877929688	14.98
2483	NA 	1928-11-12	NA 	1928-11-12	0	0-20000-0-60338	1924-02-12	1993-11-07	10	35.29999923706055	-2.930000066757202	MELILLA (60338-0)
2484	NA	NA	NA	NA	NA	0-20000-0-80423	1994-12-22	1994-12-22	1	1.0	10.579999923706055	-62.32
2485	NA	NA	NA	NA	NA	0-20000-0-95721	1981-03-24	1981-03-24	1	1.0	-33.849998474121094	148.65
