	Unnamed: 0	date_time	sensor_id	value	source	comment
301	301	2013-05-31 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
302	302	2013-06-01 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
303	303	2013-06-01 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
304	304	2013-06-02 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
305	305	2013-06-02 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
306	306	2013-06-03 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
307	307	2013-06-03 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
308	308	2013-06-04 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
309	309	2013-06-04 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
310	310	2013-06-05 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
311	311	2013-06-05 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
312	312	2013-06-06 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
313	313	2013-06-06 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
314	314	2013-06-07 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
315	315	2013-06-07 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
316	316	2013-06-08 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
317	317	2013-06-08 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
318	318	2013-06-09 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
319	319	2013-06-09 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
320	320	2013-06-10 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
321	321	2013-06-10 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
322	322	2013-06-11 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
323	323	2013-06-11 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
324	324	2013-06-12 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
325	325	2013-06-12 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
