	station_id	station_name	latitude	longitude	station_name	ObsRems	original_latitude	original_longitude
4515	0-20000-0-38392	DASHOGUZ	41.75	59.82	DASHOGUZ	Climatological station, Surface land meteorological station (SYNOP), RBCN, CLIMAT(C), GOS, RBSN(S)	41 45 00N	059 49 00E
4516	0-20000-0-38527	DAVALY	40.07	57.38	DAVALY	Surface land meteorological station (SYNOP), CLIMAT(C), GOS	40 04 00N	057 23 00E
4517	0-20000-0-38529	DEVERZE	40.18	58.48	DEVERZE	Surface land meteorological station (SYNOP), GOS	40 11 00N	058 29 00E
4518	0-20000-0-38684	DJACHEV	39.32	63.2	DJACHEV	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	39 19 00N	063 12 00E
4519	0-20000-0-38388	EKEZHE	41.03	57.77	EKEZHE	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), GOS, RBCN, CLIMAT(C)	41 02 00N	057 46 00E
4520	0-20000-0-38899	ELOTEN	37.3	62.42	ELOTEN	Surface land meteorological station (SYNOP), GOS	37 18 00N	062 25 00E
4521	0-20000-0-38656	ERBENT	39.32	58.6	ERBENT	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, CLIMAT(C), RBSN(S)	39 19 00N	058 36 00E
4522	0-20000-0-38750	ESENGULY	37.47	53.97	ESENGULY	Climatological station, Surface land meteorological station (SYNOP), GSN, RBCN, RBSN(S), GOS, CLIMAT(C)	37 28 00N	053 58 00E
4523	0-20000-0-38767	GARRYQALA	38.43	56.3	GARRYQALA	Surface land meteorological station (SYNOP), GOS	38 26 00N	056 18 00E
4524	0-20000-0-38759	GYZYLETREK	37.62	54.78	GYZYLETREK	Surface land meteorological station (SYNOP), GOS	37 37 00N	054 47 00E
4525	0-20000-0-38641	JASGA	39.68	55.57	JASGA	Surface land meteorological station (SYNOP), GOS	39 41 00N	055 34 00E
4526	0-20000-0-38885	KAKA	37.35	59.63	KAKA	Surface land meteorological station (SYNOP), GOS	37 21 00N	059 38 00E
4527	0-20000-0-38367	KARABOGAZKEL	41.05	52.92	KARABOGAZKEL	Surface land meteorological station (SYNOP), GOS	41 03 00N	052 55 00E
4528	0-20000-0-38267	KENEURGENCH	42.3	59.13	KENEURGENCH	Surface land meteorological station (SYNOP), GOS	42 18 00N	059 08 00E
4529	0-20000-0-38915	KOYTENDAG	37.52	66.02	KOYTENDAG	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, CLIMAT(C), GSN, RBSN(S)	37 31 00N	066 01 00E
4530	0-20000-0-38998	LEKKER	36.27	63.7	LEKKER	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	36 16 00N	063 42 00E
4531	0-20000-0-38634	NEBITDAG	39.5	54.33	NEBITDAG	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	39 30 00N	054 20 00E
4532	0-20000-0-38637	OGRYDA	39.1	53.1	OGRYDA	Surface land meteorological station (SYNOP), GOS	39 06 00N	053 06 00E
4533	0-20000-0-38804	REPATEK	38.57	63.18	REPATEK	Surface land meteorological station (SYNOP), GOS	38 34 00N	063 11 00E
4534	0-20000-0-38974	SARAKHS (38974-0)	36.53	61.22	SARAKHS (38974-0)	Climatological station, Surface land meteorological station (SYNOP), RBCN, RBSN(S), CLIMAT(C), GOS	36 32 00N	061 13 00E
4535	0-20000-0-38763	SERDAR	38.98	56.28	SERDAR	Climatological station, Surface land meteorological station (SYNOP), GOS, GSN, RBCN, RBSN(S), CLIMAT(C)	38 59 00N	056 17 00E
4536	0-20000-0-38987	SERKHETABAT	35.28	62.35	SERKHETABAT	Surface land meteorological station (SYNOP), GOS, RBSN(S)	35 17 00N	062 21 00E
4537	0-20000-0-38383	SHASENEM	41.58	58.72	SHASENEM	Surface land meteorological station (SYNOP), GOS	41 35 00N	058 43 00E
4538	0-20000-0-38989	TAGTABAZAR	35.95	62.92	TAGTABAZAR	Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS	35 57 00N	062 55 00E
4539	0-20000-0-38886	TEDZHEN	37.38	60.52	TEDZHEN	Surface land meteorological station (SYNOP), RBSN(S), GOS	37 23 00N	060 31 00E
4540	0-20000-0-38687	TURKMENABAT	39.08	63.6	TURKMENABAT	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBSN(S), GOS, RBCN	39 05 00N	063 36 00E
4541	0-20000-0-38507	TURKMENBASHI (38507-0)	40.05	53.0	TURKMENBASHI (38507-0)	Climatological station, Surface land meteorological station (SYNOP), GSN, GOS, CLIMAT(C), RBSN(S), RBCN	40 03 00N	053 00 00E
4542	0-20001-0-38507	TURKMENBASHI (38507-1)	40.03	52.98	TURKMENBASHI (38507-1)	Upper-air / Radiosonde station, GOS, RBSN(T)	40 02 00N	052 59 00E
4543	0-20000-0-41216	ABU DHABI BATEEN AIRPORT	24.43	54.47	ABU DHABI BATEEN AIRPORT	Surface land meteorological station (SYNOP), CLIMAT(C), GOS	24 26 00N	054 28 00E
4544	0-20000-0-41217	ABU DHABI INTERNATIONAL AIRPORT	24.43	54.65	ABU DHABI INTERNATIONAL AIRPORT	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBSN(ST), GUAN, RBCN	24 26 00N	054 39 00E
4545	0-20000-0-41218	AL AIN INTERNATIONAL AIRPORT	24.27	55.6	AL AIN INTERNATIONAL AIRPORT	Surface land meteorological station (SYNOP), GOS, RBSN(S), CLIMAT(C)	24 16 00N	055 36 00E
4546	0-20000-0-41194	DUBAI INTERNATIONAL AIRPORT	25.25	55.33	DUBAI INTERNATIONAL AIRPORT	Surface land meteorological station (SYNOP), GOS, RBSN(S), CLIMAT(C)	25 15 00N	055 20 00E
4547	0-20000-0-41200	DUBAI WORLD CENTRAL-DWC	24.9	55.16	DUBAI WORLD CENTRAL-DWC	Surface land meteorological station (SYNOP), RBSN(S), GOS	24 53 49N	055 09 40E
4548	0-20000-0-41198	FUJAIRAH	25.1	56.33	FUJAIRAH	Surface land meteorological station (SYNOP), GOS, RBSN(S)	25 06 00N	056 20 00E
4549	0-20000-0-41226	MEDINA ZAYED	23.63	53.63	MEDINA ZAYED	Surface land meteorological station (SYNOP), GOS	23 38 00N	053 38 00E
4550	0-20000-0-41184	RAS AL KHAIMAH INTERNATIONAL AIRPORT	25.62	55.93	RAS AL KHAIMAH INTERNATIONAL AIRPORT	Surface land meteorological station (SYNOP), GOS, RBSN(S)	25 37 00N	055 56 00E
4551	0-20000-0-41196	SHARJAH INTERNATIONAL AIRPORT	25.33	55.52	SHARJAH INTERNATIONAL AIRPORT	Climatological station, Surface land meteorological station (SYNOP), GOS, GSN, CLIMAT(C), RBCN, RBSN(S)	25 20 00N	055 31 00E
4552	0-20000-0-38178	AK-BAJTAL	43.15	64.33	AK-BAJTAL	Climatological station, Surface land meteorological station (SYNOP), GOS, RBSN(S), CLIMAT(C), RBCN	43 09 00N	064 20 00E
4553	0-20000-0-38818	AKRABAT	38.25	66.83	AKRABAT	Surface land meteorological station (SYNOP), GOS	38 15 00N	066 50 00E
4554	0-20000-0-38475	ANDIZAN	40.73	72.32	ANDIZAN	Surface land meteorological station (SYNOP), GOS	40 44 00N	072 19 00E
4555	0-20000-0-38553	AYAKAGITMA	40.68	64.48	AYAKAGITMA	Surface land meteorological station (SYNOP), GOS	40 41 00N	064 29 00E
4556	0-20000-0-38711	BAHMAL	39.72	68.02	BAHMAL	Surface land meteorological station (SYNOP), GOS	39 43 00N	068 01 00E
4557	0-20000-0-38827	BAYSUN	38.2	67.2	BAYSUN	Surface land meteorological station (SYNOP), GOS	38 12 00N	067 12 00E
4558	0-20000-0-38683	BUHARA	39.72	64.62	BUHARA	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBSN(S), RBCN, GOS	39 43 00N	064 37 00E
4559	0-20000-0-38403	BUZAUBAJ	41.75	62.47	BUZAUBAJ	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), RBCN, CLIMAT(C), GOS	41 45 00N	062 28 00E
4560	0-20000-0-38262	CHIMBAJ	42.95	59.8	CHIMBAJ	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBCN, RBSN(S), GSN	42 57 00N	059 48 00E
4561	0-20000-0-38829	DENAU	38.27	67.9	DENAU	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	38 16 00N	067 54 00E
4562	0-20000-0-38551	DZANGELDY	40.85	63.33	DZANGELDY	Surface land meteorological station (SYNOP), GOS	40 51 00N	063 20 00E
4563	0-20000-0-38579	DZIZAK	40.12	67.83	DZIZAK	Surface land meteorological station (SYNOP), GOS, RBSN(S)	40 07 00N	067 50 00E
4564	0-20000-0-38618	FERGANA	40.38	71.75	FERGANA	Climatological station, Surface land meteorological station (SYNOP), Centennial Observing Stations, RBSN(S), GOS, CLIMAT(C), RBCN	40 23 00N	071 45 00E
4565	0-20000-0-38394	GURLEN	41.91	60.36	GURLEN	Surface land meteorological station (SYNOP), GOS	41 54 49N	060 21 24E
4566	0-20000-0-38815	GUZAR	38.62	66.27	GUZAR	Surface land meteorological station (SYNOP), GOS	38 37 00N	066 16 00E
4567	0-20000-0-38589	JANGIER	40.28	68.83	JANGIER	Surface land meteorological station (SYNOP), GOS	40 17 00N	068 50 00E
4568	0-20000-0-38141	JASLYK	43.88	57.88	JASLYK	Surface land meteorological station (SYNOP), CLIMAT(C), RBSN(S), GOS	43 53 00N	057 53 00E
4569	0-20000-0-38023	KARAKAPALKIJA	44.85	56.33	KARAKAPALKIJA	Surface land meteorological station (SYNOP), CLIMAT(C), GOS	44 51 00N	056 20 00E
4570	0-20000-0-38685	KARAKUL	39.5	63.85	KARAKUL	Surface land meteorological station (SYNOP), GOS	39 30 00N	063 51 00E
4571	0-20000-0-38812	KARSHI	38.75	65.72	KARSHI	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, RBSN(S), CLIMAT(C)	38 45 00N	065 43 00E
4572	0-20000-0-38606	KOKAND	40.55	70.95	KOKAND	Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS	40 33 00N	070 57 00E
4573	0-20000-0-38149	KUNGRAD	43.08	58.93	KUNGRAD	Surface land meteorological station (SYNOP), GOS, RBSN(S)	43 05 00N	058 56 00E
4574	0-20000-0-38427	MASHIKUDUK	41.05	65.28	MASHIKUDUK	Surface land meteorological station (SYNOP), GOS	41 03 00N	065 17 00E
4575	0-20000-0-38816	MINCHUKUR	38.65	66.93	MINCHUKUR	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	38 39 00N	066 56 00E
4576	0-20000-0-38146	MUJNAK	43.78	59.03	MUJNAK	Surface land meteorological station (SYNOP), GOS	43 47 00N	059 02 00E
4577	0-20000-0-38611	NAMANGAN	41.0	71.58	NAMANGAN	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), RBCN, GOS, CLIMAT(C)	41 00 00N	071 35 00E
4578	0-20000-0-38567	NAVOI	40.13	65.35	NAVOI	Surface land meteorological station (SYNOP), GOS	40 08 00N	065 21 00E
4579	0-20000-0-38264	NUKUS	42.48	59.62	NUKUS	Precipitation station, Surface land meteorological station (SYNOP), Weather radar, GOS, WRO, RBSN(S)	42 29 00N	059 37 00E
4580	0-20000-0-38565	NURATA	40.55	65.68	NURATA	Surface land meteorological station (SYNOP), GOS, RBSN(S)	40 33 00N	065 41 00E
4581	0-20000-0-38339	OLGAING	42.17	70.88	OLGAING	Surface land meteorological station (SYNOP), GOS	42 10 00N	070 53 00E
4582	0-20000-0-38462	PSKEM	41.9	70.37	PSKEM	Surface land meteorological station (SYNOP), GOS, RBSN(S)	41 54 00N	070 22 00E
4583	0-20000-0-38696	SAMARKAND	39.63	66.95	SAMARKAND	Climatological station, Precipitation station, Surface land meteorological station (SYNOP), Weather radar, GOS, RBSN(S), WRO, CLIMAT(C), RBCN	39 38 00N	066 57 00E
4584	0-20000-0-38921	SHIRABAD	37.67	67.02	SHIRABAD	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	37 40 00N	067 01 00E
4585	0-20000-0-38583	SYR-DAR'JA	40.82	68.68	SYR-DAR'JA	Surface land meteorological station (SYNOP), RBSN(S), GOS	40 49 00N	068 41 00E
4586	0-20000-0-38413	TAMDY	41.73	64.62	TAMDY	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), CLIMAT(C), GSN, RBCN, GOS	41 44 00N	064 37 00E
4587	0-20000-0-38457	TASHKENT	41.33	69.3	TASHKENT	Climatological station, Precipitation station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), Weather radar, GSN, CLIMAT(C), RBSN(S), WRO, RBCN, Centennial Observing Stations, GOS	41 20 00N	069 18 00E
4588	0-20000-0-38927	TERMEZ	37.28	67.32	TERMEZ	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBCN, RBSN(S), GOS	37 17 00N	067 19 00E
4589	0-20000-0-38396	URGENCH	41.57	60.63	URGENCH	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), GOS, RBSN(S), RBCN	41 34 00N	060 38 00E
4590	0-20000-0-38582	ZAPADNY ARNASAY	40.83	67.67	ZAPADNY ARNASAY	Surface land meteorological station (SYNOP), GOS	40 50 00N	067 40 00E
4591	0-20000-0-48839	BACH LONG VI	20.13	107.72	BACH LONG VI	Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS, RBSN(S)	20 08 00N	107 43 00E
4592	0-20000-0-48810	BAC KAN	11.15	105.83	BAC KAN	Precipitation station, Surface land meteorological station (SYNOP), CLIMAT(C), RBSN(S)	11 09 00N	105 49 59E
4593	0-20000-0-48914	CA MAU	9.18	105.15	CA MAU	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, CLIMAT(C), RBSN(SP)	09 11 00N	105 09 00E
4594	0-20000-0-48808	CAO BANG	22.67	106.25	CAO BANG	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, CLIMAT(C), RBSN(S)	22 40 00N	106 15 00E
4595	0-20000-0-48918	CON SON	8.68	106.6	CON SON	Surface land meteorological station (SYNOP), GOS, RBSN(S)	08 41 00N	106 36 00E
4596	0-20000-0-48855	DA NANG	16.07	108.35	DA NANG	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GSN, RBSN(ST), CLIMAT(C), RBCN, GOS	16 04 00N	108 21 00E
4597	0-20000-0-48811	Dien Bien	21.36	103.0	Dien Bien	Climatological station, Precipitation station, Surface land meteorological station (SYNOP), CLIMAT(CT), RBSN(ST)	21 21 26N	103 00 00E
4598	0-20000-0-48848	DONG HOI	17.48	106.6	DONG HOI	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBCN, GOS, RBSN(S)	17 29 00N	106 36 00E
4599	0-20000-0-48825	HA DONG	20.97	105.77	HA DONG	Climatological station, Surface land meteorological station (SYNOP), RBCN, RBSN(S), GOS	20 58 00N	105 46 00E
4600	0-20000-0-48820	HA NOI	21.03	105.8	HA NOI	Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS	21 02 00N	105 48 00E
4601	0-20000-0-48846	HA TINH	18.35	105.9	HA TINH	Precipitation station, RBSN(S), CLIMAT(C)	18 21 00N	105 54 00E
4602	0-20000-0-48860	HOANG SA (PATTLE)	16.55	111.62	HOANG SA (PATTLE)	Surface land meteorological station (SYNOP), RBSN(S), GOS	16 33 00N	111 37 00E
4603	0-20000-0-48852	HUE	16.43	107.58	HUE	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), GOS, RBSN(S), RBCN	16 26 00N	107 35 00E
4604	0-20000-0-48919	HUYEN TRAN	8.02	110.62	HUYEN TRAN	Surface land meteorological station (SYNOP), GOS, RBSN(S)	08 01 00N	110 37 00E
4605	0-20000-0-48830	LANG SON	21.83	106.77	LANG SON	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBSN(S), GOS, RBCN	21 50 00N	106 46 00E
4606	0-20000-0-48803	LAO CAI	22.5	103.97	LAO CAI	Surface land meteorological station (SYNOP), RBSN(S), GOS	22 30 00N	103 58 00E
4607	0-20000-0-48838	MONG CAI	21.52	107.97	MONG CAI	Precipitation station, Surface land meteorological station (SYNOP), GOS, RBSN(S), CLIMAT(C)	21 31 01N	107 58 01E
4608	0-20000-0-48823	NAM DINH	20.43	106.15	NAM DINH	Surface land meteorological station (SYNOP), RBSN(S), GOS	20 26 00N	106 09 00E
4609	0-20000-0-48894	NHA BE	10.65	106.72	NHA BE	Surface land meteorological station (SYNOP), RBSN(S), GOS	10 39 00N	106 43 00E
4610	0-20000-0-48877	NHA TRANG	12.22	109.22	NHA TRANG	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), RBCN, GOS, CLIMAT(C)	12 13 00N	109 13 00E
4611	0-20000-0-48887	PHAN THIET	10.93	108.1	PHAN THIET	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), GOS, RBCN, CLIMAT(C)	10 56 00N	108 06 00E
4612	0-20000-0-48826	PHU LIEN	20.8	106.63	PHU LIEN	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), GOS, RBCN, RBSN(S), Centennial Observing Stations	20 48 00N	106 38 00E
4613	0-20000-0-48917	PHU QUOC	10.22	103.97	PHU QUOC	Surface land meteorological station (SYNOP), RBSN(S), CLIMAT(C), GOS	10 13 00N	103 58 00E
4614	0-20000-0-48863	QUANG NGAI	15.12	108.8	QUANG NGAI	Precipitation station, CLIMAT(C), RBSN(S)	15 07 01N	108 48 00E
4615	0-20000-0-48870	QUY NHON	13.77	109.22	QUY NHON	Climatological station, Surface land meteorological station (SYNOP), GOS, RBSN(S), RBCN, CLIMAT(C)	13 46 00N	109 13 00E
4616	0-20000-0-48907	RACH GIA	10.02	105.07	RACH GIA	Precipitation station, Surface land meteorological station (SYNOP), CLIMAT(C), RBSN(S)	10 01 00N	105 04 00E
4617	0-20000-0-48802	SA PA	22.35	103.82	SA PA	Precipitation station, Surface land meteorological station (SYNOP), CLIMAT(C), RBSN(S)	22 21 00N	103 49 01E
4618	0-20000-0-48892	SONG TU TAY (SOUTH WEST CAY)	11.42	114.33	SONG TU TAY (SOUTH WEST CAY)	Climatological station, Surface land meteorological station (SYNOP), RBCN, RBSN(S), GOS	11 25 00N	114 20 00E
4619	0-20000-0-48806	SON LA	21.33	103.9	SON LA	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, CLIMAT(C), RBSN(S)	21 20 00N	103 54 00E
4620	0-20000-0-48900	TAN SON HOA	10.82	106.67	TAN SON HOA	Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS	10 49 00N	106 40 00E
4621	0-20000-0-48831	THAI NGUYEN	21.6	105.83	THAI NGUYEN	Precipitation station, Surface land meteorological station (SYNOP), RBSN(S), CLIMAT(C)	21 36 00N	105 49 59E
4622	0-20000-0-48840	THANH HOA	19.75	105.78	THANH HOA	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBCN, RBSN(S), GOS	19 45 00N	105 47 00E
4623	0-20000-0-48916	THO CHU	9.28	103.47	THO CHU	Surface land meteorological station (SYNOP), RBSN(S), GOS	09 17 00N	103 28 00E
4624	0-20000-0-48920	TRUONG SA	8.65	111.92	TRUONG SA	Climatological station, Surface land meteorological station (SYNOP), GOS, RBSN(S), RBCN	08 39 00N	111 55 00E
4625	0-20000-0-48845	VINH	18.67	105.68	VINH	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(CT), RBSN(S), GOS, CLIMAT(C), RBCN, RBSN(T)	18 40 00N	105 41 00E
4626	0-20000-0-41480	ADEN	12.83	45.03	ADEN	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS, RBSN(S), CLIMAT(C), RBCN	12 50 00N	045 02 00E
4627	0-20000-0-41453	AL-BAYDHA	14.1	45.43	AL-BAYDHA	Surface land meteorological station (SYNOP), GOS	14 06 00N	045 26 00E
4628	0-20000-0-41363	AL-BOUQE	17.32	44.6	AL-BOUQE	Surface land meteorological station (SYNOP), GOS, RBSN(S)	17 19 00N	044 36 00E
4629	0-20000-0-41398	AL-GHAIDAH	16.08	52.08	AL-GHAIDAH	Surface land meteorological station (SYNOP), GOS, RBSN(S)	16 05 00N	052 05 00E
4630	0-20000-0-41393	AL-JOUF (41393-0)	16.15	44.78	AL-JOUF (41393-0)	Surface land meteorological station (SYNOP), RBSN(S), GOS	16 09 00N	044 47 00E
4631	0-20000-0-41408	AL-MAHWIT	15.5	43.5	AL-MAHWIT	Surface land meteorological station (SYNOP), GOS	15 30 00N	043 30 00E
4632	0-20000-0-41438	AL-SADDAH	14.13	44.37	AL-SADDAH	Surface land meteorological station (SYNOP), GOS, RBSN(S)	14 08 00N	044 22 00E
4633	0-20000-0-41399	AMRAN	15.77	44.02	AMRAN	Surface land meteorological station (SYNOP), GOS, RBSN(S)	15 46 00N	044 01 00E
4634	0-20000-0-41437	ATAQ	14.52	46.85	ATAQ	Surface land meteorological station (SYNOP), GOS, RBSN(S)	14 31 00N	046 51 00E
4635	0-20000-0-41434	DHAMAR	14.58	44.42	DHAMAR	Surface land meteorological station (SYNOP), RBSN(S), GOS	14 35 00N	044 25 00E
4636	0-20000-0-41391	HAJJAH	15.83	43.58	HAJJAH	Surface land meteorological station (SYNOP), RBSN(S), GOS	15 50 00N	043 35 00E
4637	0-20000-0-41431	HODEIDAH	14.75	42.98	HODEIDAH	Surface land meteorological station (SYNOP), RBSN(S), GOS	14 45 00N	042 59 00E
4638	0-20000-0-41452	IBB	14.0	44.33	IBB	Surface land meteorological station (SYNOP), RBSN(S), GOS	14 00 00N	044 20 00E
4639	0-20000-0-41416	KAMARAN	15.37	42.58	KAMARAN	Surface land meteorological station (SYNOP), GOS	15 22 00N	042 35 00E
4640	0-20000-0-41407	MARIB	15.43	45.33	MARIB	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, RBSN(S)	15 26 00N	045 20 00E
4641	0-20000-0-41477	MOKHA	13.25	43.28	MOKHA	Surface land meteorological station (SYNOP), GOS, RBSN(S)	13 15 00N	043 17 00E
4642	0-20000-0-41451	MUKEIRAS	13.42	45.68	MUKEIRAS	Surface land meteorological station (SYNOP), GOS	13 25 00N	045 41 00E
4643	0-20000-0-41443	RIYAN	14.58	49.25	RIYAN	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, RBSN(S), CLIMAT(C)	14 35 00N	049 15 00E
4644	0-20000-0-41372	SAADA	17.03	43.77	SAADA	Surface land meteorological station (SYNOP), GOS, RBSN(S)	17 02 00N	043 46 00E
4645	0-20000-0-41482	SAHAREEG	12.78	45.17	SAHAREEG	Surface land meteorological station (SYNOP), RBSN(S), GOS	12 47 00N	045 10 00E
4646	0-20000-0-41404	SANA'A	15.52	44.18	SANA'A	Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS, RBSN(S)	15 31 00N	044 11 00E
4647	0-20000-0-41396	SEIYOUN	15.98	48.95	SEIYOUN	Surface land meteorological station (SYNOP), GOS, RBSN(S)	15 59 00N	048 57 00E
4648	0-20000-0-41494	SOCOTRA	12.63	53.9	SOCOTRA	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), RBCN, GOS	12 38 00N	053 54 00E
4649	0-20000-0-41466	TAIZ	13.68	44.13	TAIZ	Surface land meteorological station (SYNOP), RBSN(S), GOS	13 41 00N	044 08 00E
4650	0-20000-0-41367	THAMUD	17.37	49.95	THAMUD	Surface land meteorological station (SYNOP), GOS	17 22 00N	049 57 00E
4651	0-20000-0-87582	AEROPARQUE AERO	-34.56	-58.42	AEROPARQUE AERO	Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBSN(S)	34 33 32S	058 25 11W
4652	0-20000-0-87641	AZUL AERO	-36.83	-59.89	AZUL AERO	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), RBCN, GOS, CLIMAT(C)	36 49 56S	059 53 11W
4653	0-20000-0-87750	BAHIA BLANCA AERO	-38.71	-62.16	BAHIA BLANCA AERO	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), CLIMAT(C), RBCN, GOS, GSN	38 42 53S	062 09 47W
4654	0-20000-0-87765	BARILOCHE AERO	-41.15	-71.16	BARILOCHE AERO	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, RBSN(S), CLIMAT(C)	41 08 51S	071 09 51W
4655	0-20000-0-87649	BENITO JUAREZ AERO	-37.7	-59.79	BENITO JUAREZ AERO	Surface land meteorological station (SYNOP), GOS	37 42 05S	059 47 28W
4656	0-20000-0-87163	BERNARDO DE IRIGOYEN AERO	-26.28	-53.67	BERNARDO DE IRIGOYEN AERO	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	26 16 41S	053 40 16W
4657	0-20000-0-87640	BOLIVAR AERO	-36.19	-61.07	BOLIVAR AERO	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, CLIMAT(C)	36 11 11S	061 04 22W
4658	0-20000-0-87585	BUENOS AIRES OBSERVATORIO	-34.59	-58.48	BUENOS AIRES OBSERVATORIO	Surface land meteorological station (SYNOP), RBSN(S), GOS, CLIMAT(C)	34 35 25S	058 29 02W
4659	0-20000-0-87222	CATAMARCA AERO	-28.59	-65.76	CATAMARCA AERO	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), GOS, RBCN, RBSN(S)	28 35 37S	065 45 19W
4660	0-20000-0-87257	CERES AERO	-29.88	-61.94	CERES AERO	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBSN(S), GSN, Centennial Observing Stations, GOS, RBCN	29 52 32S	061 56 10W
4661	0-20000-0-87320	CHAMICAL AERO	-30.35	-66.3	CHAMICAL AERO	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), GOS, RBCN, RBSN(S)	30 20 52S	066 17 46W
4662	0-20000-0-87322	CHEPES	-31.33	-66.59	CHEPES	Surface land meteorological station (SYNOP), CLIMAT(C), GOS	31 19 54S	066 35 19W
4663	0-20000-0-87213	CHILECITO AERO	-29.22	-67.44	CHILECITO AERO	Surface land meteorological station (SYNOP), CLIMAT(C), GOS	29 13 06S	067 26 33W
4664	0-20000-0-87860	COMODORO RIVADAVIA AERO	-45.79	-67.46	COMODORO RIVADAVIA AERO	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS, GSN, RBSN(ST), CLIMAT(C), RBCN, GUAN	45 47 32S	067 27 43W
4665	0-20000-0-87395	CONCORDIA AERO	-31.3	-58.0	CONCORDIA AERO	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), GOS, CLIMAT(C), RBCN	31 18 08S	058 00 05W
4666	0-20000-0-87344	CORDOBA AERO	-31.3	-64.21	CORDOBA AERO	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GSN, CLIMAT(C), RBCN, GOS, RBSN(ST)	31 17 48S	064 12 43W
4667	0-20000-0-87345	CORDOBA OBSERVATORIO	-31.42	-64.2	CORDOBA OBSERVATORIO	Surface land meteorological station (SYNOP), CLIMAT(C), GOS	31 25 15S	064 11 54W
4668	0-20000-0-87637	CORONEL SUAREZ AERO	-37.45	-61.89	CORONEL SUAREZ AERO	Surface land meteorological station (SYNOP), GOS	37 27 12S	061 53 27W
4669	0-20000-0-87166	CORRIENTES AERO	-27.45	-58.76	CORRIENTES AERO	Surface land meteorological station (SYNOP), CLIMAT(C), RBSN(S), GOS	27 26 59S	058 45 35W
4670	0-20000-0-87286	CURUZU CUATIA AERO	-29.78	-57.98	CURUZU CUATIA AERO	Surface land meteorological station (SYNOP), GOS	29 47 00S	057 59 00W
4671	0-20000-0-87648	DOLORES AERO	-36.32	-57.72	DOLORES AERO	Climatological station, Surface land meteorological station (SYNOP), RBCN, RBSN(S), GOS, CLIMAT(C)	36 19 01S	057 43 01W
