
########################################################################################
# This file contains data retrieved from the CDS https://cds.climate.copernicus.eu/cdsapp#!/dataset/insitu-observations-igra-baseline-network
# This is a C3S product under the following licences:
# #     - licence-to-use-copernicus-products
#     - igra-data-policy
# This is a CSV file following the CDS convention cdm-lev
# Data source: IGRA_H
# Version: v1
# Time extent: 20090401 - 20090401
# Geographic area: global
# Variables selected and units
# #	air_temperature [ K ]
########################################################################################
station_name,radiosonde_code,sensor_model,report_timestamp,actual_time,report_id,longitude,latitude,height_of_station_above_sea_level,air_pressure,air_temperature
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,57040,274.75
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,56100,273.85
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,55200,273.25
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,54030,272.35
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,52220,270.35
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,50930,268.85
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,50550,268.55
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,50150,268.25
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,50000,
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,49310,267.75
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,48710,266.95
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,47850,266.35
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,47450,265.85
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,47070,265.25
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,46490,264.55
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,46130,264.25
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,45760,263.75
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,45570,263.75
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,44310,262.15
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,44140,261.95
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,43970,261.85
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,43580,261.55
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,43240,261.35
