sensor_id,comment
V14,  V14 Vaisala RS14 radiosonde^
V15,"  V15 Vaisala RS15 25 MHz higher power transmitter {1965}^ (T=028) <F=T25,400,1680FR,P=Ac,T=BSc,U=Hrc>"
V16,"  V16 Vaisala RS16 temperature reference radiosonde {1968}^ <F=T25,400,1680FR,P=2Ac,T=Wc,U=Hrc>"
V17,"  V17 Vaisala RS17 low-altitude 25 MHz (HF) radiosonde {1969}^ <F=T25FR,P=Ac,T=Bc or Wc,U=Hrc>"
V18,"  V18 Vaisala RS18 hair hygrometer radiosonde {1972} WMO instr=35^ (W3=35, T=031) <F=T25,400,1680FR,P=2Ac,T=BRc,U=Hrc>"
V19,"  V19 Vaisala RS19 temperature reference radiosonde {announced 1971}^ <F=T25,400,1680FR,P=2Ac,T=Wc,U=Hrc>"
V1E,"  V1E Vaisala RS17-11 low-altitude 403 MHz (UHF) radiosonde {1971}^ <F=T403FR,P=Ac,T=Bc,U=Hrc>"
V1R,"  V1R Vaisala RS11 rolled hair radiosonde {1954}^ (I=V, T=024) <F=T25FR,P=Ac,T=BSc,U=Hrc>"
V1U,  V1U Vaisala RS13/15 unspecified model {1965}^
V1W,"  V1W Vaisala RS11 radiosonde modified with Swedish wind transmitter {1949}^ <F=T25+400FR,P=Ac,T=BSc,U=Hc,W=Dm>"
V1X,"  V1X Vaisala experimental Type IV PTU radiosonde {1936}^ <F=T25FR,P=Ac,T=BSc,U=Hc>"
V1Y,"  V1Y Vaisala PTU radiosonde, new axle {1937}^ <F=T25FR,P=Ac,T=BSc,U=Hc>"
V1Z,"  V1Z Vaisala RS11 radiosonde, initial production version {1938}^ <F=T25FR,P=Ac,T=BSc,U=Hc>"
V20,"  V20 Vaisala RS20 low-altitude radiosonde {announced 1971}^ <F=T25,400,1680FR,P=2Ac,T=Wc,U=Hrc>"
V21,"  V21 Vaisala RS21 early capacitive hygrometer radiosonde {1974} WMO instr=36^ <F=T25,400,1680FU,P=2Ac,T=BRc,U=A>"
V22,"  V22 Vaisala RS22 temperature reference radiosonde {announced 1971}^ <F=T1680FU,P=2Ac,T=Wc,U=A>"
V23,"  V23 Vaisala RS23 low-altitude radiosonde {announced 1971}^ <F=T1680FU,P=2Ac,T=Wc,U=A>"
V24,"  V24 Vaisala RS24-12 403 MHz radiosonde {1973}^ <F=T1680FU,P=2Ac,T=BRc,U=A>"
V25,"  V25 Vaisala RS25 temperature reference radiosonde {announced 1971}^ <F=T1680FU,P=2Ac,T=Wc,U=A>"
V26,"  V26 Vaisala RS26 low-altitude radiosonde {announced 1971}^ <F=T1680FU,P=2Ac,T=Wc,U=A>"
V2C,"  V2C Vaisala RS21-12C 403 MHz radiosonde {1977} WMO instr=36^ <F=T403FU,P=2Ac,T=BRc,U=A,N=VO>"
V2D,"  V2D Vaisala RS21 extremely dry radiosonde {1978} W3=36^ <F=T403FU,P=2Ac,T=BRc,U=A,N=VO>"
V2M,"  V2M Vaisala RS24-13 1680 MHz radiosonde {1973}^ <F=T1680FU,P=2Ac,T=BRc,U=A>"
V2N,"  V2N Vaisala RS21-12CN 403 MHz radiosonde {1977} WMO instr=36^ <F=T403FU,P=2Ac,T=BRc,U=A,N=VO>"
V2S,"  V2S Vaisala RS21-13C 1680 MHz radiosonde {1976} WMO instr=36^ <F=T1680FU,P=2Ac,T=BRc,U=A>"
V2T,"  V2T Vaisala RS22-12 temperature reference radiosonde, no humidity {1975}^ <F=T1680FU,P=2Ac,T=Wc>"
V2_,"  V2_ Vaisala RS21 unspecified model {1974} WMO instr=36^ (W3=36, T=037)"
V8A,"  V8A Vaisala RS80 A-Humicap unspecified model {1981} WMO instr=37^ (assume W2=04 or 14, W3=37) <F=T403FL or 1680AL,P=Ac,T=CB,U=A>"
V8H,"  V8H Vaisala RS80 H-humicap unspecified model {1992}^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A>"
V8_,"  V8_ Vaisala RS80 unspecified model {1981} WMO instr=37^ (W2=04 or 14, W3=37) <F=T403FL or 1680AL,P=Ac,T=CB,U=A>"
V9*,"  V9* Vaisala RS90 Star radiosonde base case 31313=97499^ (W3=74) <F=T403DL,P=Sc,T=Wc,U=2Ah>"
V9+,"  V9+ Vaisala RS90 DigiCORA III radiosonde base case {1995} 31313=97899^ (W3=78) <F=T403DL,P=Sc,T=Wc,U=2Ah>"
V9-,"  V9- Vaisala RS90 DigiCORA I, II, or Marwin base case {1995} 31313=97199^ (W3=71) <F=T403DL,P=Sc,T=Wc,U=2Ah>"
V9=,"  V9= Vaisala RS90 PC Cora radiosonde base case {1995} 31313=97299^ (W3=72) <F=T403DL,P=Sc,T=Wc,U=2Ah>"
V9A,"  V9A Vaisala RS90-A radiosonde^ <F=T403DL,P=Sc,T=Wc,U=2Ah>"
V9G,"  V9G Vaisala RS90-AG GPS radiosonde^ <F=T403DL,P=Sc,T=Wc,U=2Ah,N=G>"
V9L,"  V9L Vaisala RS90-AL LoRAN radiosonde^ <F=T403DL,P=Sc,T=Wc,U=2Ah,N=L>"
V9N,"  V9N Vaisala RS90 DigiCORA III auto corr, no wind 31313=47800^ <F=T403DL,P=Sc,T=Wc,U=2Ah,W=none>"
V9R,"  V9R Vaisala RS90 DigiCORA III auto corr, radar wind 31313=47802^ <F=T403DL,P=Sc,T=Wc,U=2Ah,W=Ra>"
V9U,"  V9U Vaisala RS90 Autosonde^ (W3=73) <F=T403DL,P=Sc,T=Wc,U=2Ah>"
V9_,"  V9_ Vaisala RS90 unspecified model {1995}^ <F=T403DL,P=Sc,T=Wc,U=2Ah>"
V9a,"  V9a Vaisala RS90 DigiCORA I, II, or Marwin country corr, GPS wind 31313=67108^ <F=T403DL,P=Sc,T=Wc,U=2Ah,N=G>"
V9b,"  V9b Vaisala RS90 PC Cora auto corr, LoRAN wind 31313=47206^ <F=T403DL,P=Sc,T=Wc,U=2Ah,N=L>"
V9c,"  V9c Vaisala RS90 Star auto corr, LoRAN wind 31313=47406^ <F=T403DL,P=Sc,T=Wc,U=2Ah,N=L>"
V9d,"  V9d Vaisala RS90 Star auto corr, GPS wind 31313=47408^ <F=T403DL,P=Sc,T=Wc,U=2Ah,N=G>"
V9e,"  V9e Vaisala RS90 DigiCORA III auto corr, LoRAN wind 31313=47806^ <F=T403DL,P=Sc,T=Wc,U=2Ah,N=L>"
V9f,"  V9f Vaisala RS90 DigiCORA III auto corr, GPS wind 31313=47808^ <F=T403DL,P=Sc,T=Wc,U=2Ah,N=G>"
V9g,"  V9g Vaisala RS90 DigiCORA I, II, or Marwin auto corr, GPS wind 31313=47108^ <F=T403DL,P=Sc,T=Wc,U=2Ah,N=G>"
V9h,"  V9h Vaisala RS90 PC Cora auto corr, ranging wind 31313=47203^ <F=T403DL,P=Sc,T=Wc,U=2Ah,W=Ta>"
V9l,"  V9l Vaisala RS90 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=47106^ <F=T403DL,P=Sc,T=Wc,U=2Ah,N=L>"
V9n,"  V9n Vaisala RS90 DigiCORA I, II, or Marwin auto corr, sfc wind 31313=47100^ <F=T403DL,P=Sc,T=Wc,U=2Ah,W=sfc only>"
V9t,"  V9t Vaisala RS90 DigiCORA I, II, or Marwin country corr, ranging wind 31313=67103^ <F=T403DL,P=Sc,T=Wc,U=2Ah,W=Ta>"
V9u,"  V9u Vaisala RS90 DigiCORA III auto corr, LoRAN or GPS wind 31313=47870^ <F=T403DL,P=Sc,T=Wc,U=2Ah,N=L or G>"
VAA,"  VAA Vaisala RS80 MicroCora radiosonde auto corr, Russia VLF wind 31313=43705^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=A (Russian Alpha VLF)>"
VAL,"  VAL Vaisala RS80 MicroCora radiosonde auto corr, LoRAN wind 31313=43706^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A>"
VAN,"  VAN Vaisala RS80 MicroCora radiosonde no wind 31313=43700^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=none>"
VAO,"  VAO Vaisala RS80 MicroCora radiosonde auto corr, optical wind 31313=43701^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=O>"
VAR,"  VAR Vaisala RS80 MicroCora radiosonde auto corr, RDF wind 31313=43702^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=Ra>"
VAV,"  VAV Vaisala RS80 MicroCora radiosonde auto corr, Omega wind 31313=43705^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=O>"
VA_,"  VA_ Vaisala RS80 MicroCora radiosonde base case 31313=93799^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A>"
VAo,"  VAo Vaisala RS80 MicroCora radiosonde auto solar corr, optical wind 31313=53701^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=O>"
VAr,"  VAr Vaisala RS80 MicroCora radiosonde auto solar corr, RDF wind 31313=53702^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=Ra>"
VAv,"  VAv Vaisala RS80 MicroCora radiosonde auto solar corr, Omega wind 31313=53705^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=O>"
VB8,"  VB8 Vaisala RS80 MicroCora radiosonde no corr, GPS wind 31313=06008^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=G>"
VBV,"  VBV Vaisala RS80 MicroCora radiosonde auto corr, Omega wind 31313=46005^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=O>"
VB_,"  VB_ Vaisala RS80 MicroCora radiosonde base case 31313=96099^ (W3=60) <F=T403FL or 1680AL,P=Ac,T=CB,U=A>"
VBg,"  VBg Vaisala RS80 MicroCora radiosonde auto solar corr, GPS wind 31313=56008^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=G>"
VC2,"  VC2 Vaisala RS80 DigiCORA I, II, or Marwin no corr, RDF wind 31313=06102^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=Ra>"
VC5,"  VC5 Vaisala RS80 DigiCORA I, II, or Marwin no corr, Omega wind 31313=06105^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=O>"
VC6,"  VC6 Vaisala RS80 DigiCORA I, II, or Marwin no corr, LoRAN wind 31313=06106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>"
VC8,"  VC8 Vaisala RS80 DigiCORA I, II, or Marwin no corr, GPS wind 31313=06108^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=G>"
VCA,"  VCA Vaisala RS80 DigiCORA I, II, or Marwin auto corr, Russia VLF wind 31313=46105^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=A (Russian Alpha VLF)> "
VCG,"  VCG Vaisala RS80 DigiCORA I, II, or Marwin auto corr, GPS wind 31313=46108^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=G>"
VCL,"  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>"
VCN,"  VCN Vaisala RS80 DigiCORA I, II, or Marwin auto corr, no wind 31313=46100^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=none>"
VCO,"  VCO Vaisala RS80 DigiCORA I, II, or Marwin auto corr, optical wind 31313=46101^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=O>"
VCR,"  VCR Vaisala RS80 DigiCORA I, II, or Marwin auto corr, RDF wind 31313=46102^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=Ra>"
VCT,"  VCT Vaisala RS80 DigiCORA I, II, or Marwin auto corr, ranging wind 31313=46103^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=Ta>"
VCU,"  VCU Vaisala RS80 DigiCORA I, II, or Marwin auto corr, Loran or GPS 31313=46170^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L or G>"
VCV,"  VCV Vaisala RS80 DigiCORA I, II, or Marwin auto corr, Omega wind 31313=46105^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=O>"
VCX,"  VCX Vaisala RS80 DigiCORA I, II, or Marwin auto corr, composite VLF wind, may be 31313=46105^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=V>"
VC_,"  VC_ Vaisala RS80 DigiCORA I, II, or Marwin base case 31313=96199^ (W3=61) <F=T403FL or 1680AL,P=Ac,T=CB,U=A>"
VCg,"  VCg Vaisala RS80 DigiCORA I, II, or Marwin auto solar corr, GPS wind 31313=56108^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=G>"
VCl,"  VCl Vaisala RS80 DigiCORA I, II, or Marwin auto solar corr, LoRAN wind 31313=56106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>"
VCv,"  VCv Vaisala RS80 DigiCORA I, II, or Marwin auto solar corr, Omega wind 31313=56105^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=O>"
VDA,"  VDA Vaisala RD93 dropsonde modified by NCAR as ascending sonde, full GPS wind (1999)^ <F=T400-406DL,P=Sc,T=CB,U=2Ah,N=G>"
VDG,"  VDG Vaisala RS80 PC Cora auto corr, GPS wind 31313=46208^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=G>"
VDL,"  VDL Vaisala RS80 PC Cora auto corr, LoRAN wind 31313=46206^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>"
VDO,"  VDO Vaisala RS80 PC Cora auto corr, optical wind 31313=46201^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=O>"
VDR,"  VDR Vaisala RS80 PC Cora auto corr, RDF wind 31313=46202^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=Ra>"
VDT,"  VDT Vaisala RS80 PC Cora auto corr, ranging wind 31313=46203^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=Ta>"
VDU,"  VDU Vaisala RS80 PC Cora auto corr, Loran or GPS 31313=46270^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L or G>"
VDV,"  VDV Vaisala RS80 PC Cora auto corr, Omega wind 31313=46205^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=O>"
VD_,"  VD_ Vaisala RS80 PC Cora base case 31313=96299^ (W3=62) <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=none>"
VDl,"  VDl Vaisala RS80 PC Cora auto solar corr, LoRAN wind 31313=56206^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>"
VDr,"  VDr Vaisala RS80 PC Cora auto solar corr, RDF wind 31313=56202^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=Ra>"
VDv,"  VDv Vaisala RS80 PC Cora auto solar corr, Omega wind 31313=56205^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=O>"
VE5,"  VE5 Vaisala RS80 Star, Omega wind 31313=06305^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=O>"
VEG,"  VEG Vaisala RS80 Star auto corr, GPS wind 31313=46308^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=G>"
VEL,"  VEL Vaisala RS80 Star auto corr, LoRAN wind 31313=46306^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>"
VEN,"  VEN Vaisala RS80 Star auto corr, no wind 31313=46300^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=none>"
VE_,"  VE_ Vaisala RS80 Star radiosonde base case 31313=96399^ (W3=63) <F=T403FL or 1680AL,P=Ac,T=CB,U=A>"
VEg,"  VEg Vaisala RS80 Star auto solar corr, GPS wind 31313=56308^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=G>"
VEl,"  VEl Vaisala RS80 Star auto solar corr, LoRAN wind 31313=56306^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>"
VEn,"  VEn Vaisala RS80 Star auto solar corr, no wind 31313=56300^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=none>"
VEr,"  VEr Vaisala RS80 Star auto solar corr, RDF wind 31313=56302^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=Ra>"
VEv,"  VEv Vaisala RS80 Star auto solar corr, Omega wind 31313=56305^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=O>"
VFG,"  VFG Vaisala RS80 Autosonde auto corr, RS80-15GA codeless GPS 31313=46608^ <F=T403FL,P=Ac,T=CB,U=A,N=G>"
VFL,"  VFL Vaisala RS80 Autosonde auto corr, LoRAN wind 31313=46606^ <F=T403FL,P=Ac,T=CB,U=A,N=L>"
VFV,"  VFV Vaisala RS80 Autosonde auto corr, Omega wind^ <F=T403FL,P=Ac,T=CB,U=A,N=O>"
VF_,  VF_ Vaisala RS80 Autosonde radiosonde base case 31313=96699^ (W3=66)
VGG,"  VGG Vaisala RS80G or RS80-GH DigiCORA III auto corr, GPS wind 31313=46708^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=G>"
VGL,"  VGL Vaisala RS80 DigiCORA III auto corr, LoRAN wind 31313=46706^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>"
VGN,"  VGN Vaisala RS80 DigiCORA III auto corr, no wind 31313=46700^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=none>"
VGR,"  VGR Vaisala RS80 DigiCORA III auto corr, RDF wind 31313=46702^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=Ra>"
VGT,"  VGT Vaisala RS80 DigiCORA III auto corr, ranging wind 31313=46703^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=Ta>"
VGU,"  VGU Vaisala RS80 DigiCORA III auto corr, Loran or GPS 31313=46770^ <F=T403FL or 1680AL,P=Ac,T=CB,U=AN=L or G>"
VG_,"  VG_ Vaisala RS80 DigiCORA III radiosonde base case 31313=96799^ (W3=67) <F=T403FL or 1680AL,P=Ac,T=CB,U=A>"
VH1,"  VH1 Vaisala RS80-15 radiosonde 403 MHz broadband FM^ 403+-.3 MHz FM (+- indicates maximum frequency drift for RS80-15 series) <F=T403FL,P=Ac,T=CB,U=A>"
VH7,"  VH7 Vaisala RS80-15G GPS unspecified model {1995}^ <F=T403FL,P=Ac,T=CB,U=A,N=G>"
VHD,"  VHD Vaisala RS80-15G or RS80-15GA codeless GPS radiosonde, starting 199905 {1999}^ <F=T403FL,P=Ac,T=CB,U=A,N=G>"
VHE,"  VHE Vaisala RS80-15NE radiosonde with special interface^ <F=T403FL,P=Ac,T=CB,U=A,N=0>"
VHG,"  VHG Vaisala RS80-15G or RS80-15GA codeless GPS radiosonde, pre-199905, Intermediate Frequency (IF) drift problem {1995}^ <F=T403FL,P=Ac,T=CB,U=A,N=G>"
VHH,"  VHH Vaisala RS80-15H or RS80-15NH H-Humicap Omega radiosonde^ <F=T403FL,P=Ac,T=CB,U=A,N=O>"
VHL,"  VHL Vaisala RS80-15L or RS80-15LA LoRAN radiosonde^ (T=022) <F=T403FL,P=Ac,T=CB,U=A,N=L>"
VHN,"  VHN Vaisala RS80-15N or RS80-15NA radiosonde^ (T=020) <F=T403AL,P=Ac,T=CB,U=A,N=O>"
VHP,"  VHP Vaisala RS80-15P Omega radiosonde^ (T=021) <F=T403FL,P=Ac,T=CB,U=A,N=O>"
VHS,"  VHS Vaisala RS80-15NS no navaid radiosonde^ <F=T403FL,P=Ac,T=CB,U=A,N=0>"
VHX,"  VHX Vaisala RS80-15GE codeless GPS radiosonde, pre-199905, Intermediate Frequency (IF) drift problem {~1995}^ <F=T403FL,P=Ac,T=CB,U=A,N=G>"
VHY,"  VHY Vaisala RS80-15GE codeless GPS radiosonde, starting 199905 {1999}^ <F=T403FL,P=Ac,T=CB,U=A,N=G>"
VHe,"  VHe Vaisala RS80-15LE LoRAN radiosonde with special interface^ <F=T403FL,P=Ac,T=CB,U=A,N=L>"
VHf,"  VHf Vaisala RS80-15F VLF/Omega radiosonde^ <F=T403FL,P=Ac,T=CB,U=A,N=VO>"
VHg,"  VHg Vaisala RS80-15GH H-Humicap GPS radiosonde^ <F=T403FL,P=Ac,T=CB,U=A,N=G>"
VHh,"  VHh Vaisala RS80-15NE radiosonde with special interface, H-Humicap^ <F=T403FL,P=Ac,T=CB,U=A,N=0>"
VHl,"  VHl Vaisala RS80-15LH H-Humicap LoRAN radiosonde^ <F=T403FL,P=Ac,T=CB,U=A,N=L>"
VI1,"  VI1 Vaisala RS80-16 no navaid radiosonde 1680 MHz AM^ 1680+-3 MHz AM <F=T1680AL,P=Ac,T=CB,U=A>"
VJ1,"  VJ1 Vaisala RS80-18 or RS80-18N radiosonde^ 403+-.12 MHz FM <F=T403FL,P=Ac,T=CB,U=A>"
VJE,  VJE Vaisala RS80-18LE radiosonde with special interface^
VJG,"  VJG Vaisala RS80-18G codeless GPS radiosonde {1995}^ <F=T403FL,P=Ac,T=CB,U=A,N=G>"
VJH,"  VJH Vaisala RS80-18H or RS80-18NH H-Humicap no navaid radiosonde^ <F=T403FL,P=Ac,T=CB,U=A,N=0>"
VJL,"  VJL Vaisala RS80-18L or RS80-18LA LoRAN radiosonde^ <F=T403FL,P=Ac,T=CB,U=A,N=L>"
VJN,  VJN Vaisala RS80-18NE radiosonde with special interface^
VJR,  VJR Vaisala RS80-18LR radiosonde for NSS14 or NSS14A radioactivity sonde {~2000}^
VJV,"  VJV Vaisala RS80-18F VLF/Omega radiosonde^ <F=T403FL,P=Ac,T=CB,U=A,N=VO>"
VJl,"  VJl Vaisala RS80-18LH H-Humicap LoRAN radiosonde^ <F=T403FL,P=Ac,T=CB,U=A,N=L>"
VKP,"  VKP Vaisala RS80-19P ALMET radiosonde {1987}^ <F=T400-406FL,P=Ac,T=CB,U=A,N=0>"
VL1,"  VL1 Vaisala RS80-30 no navaid radiosonde 403 MHz narrow band FM^ <F=T403FL,P=Ac,T=CB,U=A> 403+-.005 MHz FM"
VLE,"  VLE Vaisala RS80-30GE GPS radiosonde^ <F=T403FL,P=Ac,T=CB,U=A,N=G>"
VLG,"  VLG Vaisala RS80-30G or RS80-30GA GPS radiosonde^ <F=T403FL,P=Ac,T=CB,U=A,N=G>"
VLN,"  VLN Vaisala RS80-30NS no navaid radiosonde^ <F=T403FL,P=Ac,T=CB,U=A,N=0>"
VLS,"  VLS Vaisala RS80-30S no navaid radiosonde^ <F=T403FL,P=Ac,T=CB,U=A,N=0>"
VLe,"  VLe Vaisala RS80-30NES no navaid radiosonde {1994}^ <F=T403FL,P=Ac,T=CB,U=A,N=0>"
VM3,"  VM3 Vaisala RS80/3T 3-temperature sensor radiosonde {1991}^ <F=T403FL,P=Ac,T=3TCc,U=none>"
VM6,"  VM6 Vaisala RS80-66 radiosonde 1680 MHz FM^ 1680+-3 MHz FM, similar to RS80-16 except FM instead of AM <F=T1680FL,P=Ac,T=CB,U=A>"
VM7,"  VM7 Vaisala RS80-67 radiosonde^ 1680+-3 MHz FM <F=T1680FL,P=Ac,T=CB,U=A>"
VMR,  VMR Vaisala RS80-306R GPS sonde for NSS14A radioactivity sensor {~ late 1990s}^
VN+,"  VN+ Vaisala RS92 DigiCORA III radiosonde base case {2003} 31313=98099 or 48070^ (W3=80) <F=T400-406DL,P=Sc,T=Wc,U=2Ah>"
VN-,"  VN- Vaisala RS92 DigiCORA I, II, or Marwin radiosonde base case {2003} 31313=97999^ (W3=79) <F=T400-406DL,P=Sc,T=Wc,U=2Ah>"
VN0,"  VN0 Vaisala RS92 Autosonde auto corr, no wind 31313=48100^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=0>"
VN2,"  VN2 Vaisala RS92-SGP unspecified digital GPS radiosonde {2003}^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=GC>"
VN3,  VN3 Vaisala RS92 Marwin 32 {2010} 31313=*13** with BUFR code 113^
VN4,  VN4 Vaisala RS92 Marwin 41 {2011} 31313=*14** with BUFR code 114^
VN5,"  VN5 Vaisala RS92-D (RS92-DD or RS92-DL) with InterMet IMS 1500, auto solar corr, for NWS CHUAS {2012} 31313=58302^ <F=T1676-1682DL,P=Sc,T=Wc,U=2Ah,W=Ra>"
VN6,"  VN6 Vaisala RS92 Autosonde auto corr, LoRAN wind 31313=48106^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=L>"
VN8,"  VN8 Vaisala RS92 Autosonde auto corr, GPS wind 31313=48108^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=G>"
VNA,"  VNA Vaisala RS92-AGP digital GPS radiosonde broad band transmitter {2003}^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=GC>"
VNB,"  VNB Vaisala RS92-BGP digital GPS radiosonde narrow band transmitter {2003}^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=GC>"
VND,"  VND Vaisala RS92-D (RS92-DD or RS92-DL) with InterMet IMS 1500 for NWS CHUAS {2009} 31313=08302^ <F=T1676-1682DL,P=Sc,T=Wc,U=2Ah,W=Ra>"
VNE,"  VNE Vaisala RS92-KE analog radiosonde {2004}^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=0>"
VNG,"  VNG Vaisala RS92 DigiCORA I, II, or Marwin auto corr, GPS wind 31313=47908^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=G>"
VNH,"  VNH Vaisala RS92-SGP revised humidity algorithm {~2010}^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=GC>"
VNK,"  VNK Vaisala RS92-K analog special interface radiosonde {2003} 31313=47902^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=0>"
VNL,"  VNL Vaisala RS92 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=47906^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=L>"
VNM,"  VNM Vaisala RS92-AM P(Y) codeless GPS, stable transmission, military {2006}^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=G>"
VNN,"  VNN Vaisala RS92 DigiCORA I, II, or Marwin auto corr, no wind 31313=47900^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=none>"
VNO,"  VNO Vaisala RS92 DigiCORA I, II, or Marwin auto corr, optical wind 31313=47901^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,W=O>"
VNS,"  VNS Vaisala RS92 Star Loran radiosonde {2004} 31313=43406 or 47006^ (W3=70,but France starting late 2004 reports 31313=43406) <F=T400-406DL,P=Sc,T=Wc,U=2Ah>"
VNT,"  VNT Vaisala RS92 DigiCORA I, II, or Marwin country corr, ranging wind 31313=67903^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=L>"
VNU,"  VNU Vaisala RS92 Autosonde base case {2003} 31313=98199^ (W3=81) <F=T400-406DL,P=Sc,T=Wc,U=2Ah>"
VNW,"  VNW Vaisala RS92-NGP with InterMet IMS 2000 for NWS {2011} 31313=45208 with BUFR code 152^ <F=T1676-1682DL,P=Sc,T=Wc,U=2Ah,N=Gc>"
VN_,"  VN_ Vaisala RS92 unspecified model {2003}^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah>"
VNd,"  VNd Vaisala RS92-SGP or RS92-SGPD digital GPS radiosonde, dry cell battery {2003}^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=GC>"
VNe,"  VNe Vaisala RS92-KLE analog LoRAN special interface radiosonde {2004}^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=L>"
VNg,"  VNg Vaisala RS92 DigiCORA III auto corr, GPS wind 31313=48008^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=G>"
VNk,"  VNk Vaisala RS92-KL analog LoRAN radiosonde {2003}^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=L>"
VNl,"  VNl Vaisala RS92 DigiCORA III auto corr, LoRAN wind 31313=48006^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=L>"
