,Country,City,AccentCity,Region,Population,Latitude,Longitude
160314,au,toowoomba,Toowoomba,04,92802.0,-27.56056,151.953857
160351,au,townsville,Townsville,04,138959.0,-19.26639,146.805695
160365,au,traralgon,Traralgon,07,18226.0,-38.195278,146.541504
160671,au,victoria point,Victoria Point,04,11930.0,-27.58329,153.311722
160708,au,wagga wagga,Wagga Wagga,02,55382.0,-35.125771,147.353745
160822,au,wangaratta,Wangaratta,07,14023.0,-36.358459,146.320557
160932,au,warrnambool,Warrnambool,07,29928.0,-38.38176,142.487991
160943,au,warwick,Warwick,04,12347.0,-28.219009000000003,152.034378
161174,au,whyalla,Whyalla,05,19646.0,-33.032681,137.56483500000002
161323,au,wodonga,Wodonga,07,31518.0,-36.121792,146.888092
161339,au,wollongong,Wollongong,02,260918.0,-34.424,150.893448
161731,au,yeppoon,Yeppoon,04,10769.0,-23.126829,150.74406399999995
161873,aw,oranjestad,Oranjestad,00,29998.0,12.516666699999998,-70.0333333
162132,az,agdam,Agdam,03,39451.0,39.99096,46.927356
162145,az,agdas,Agdas,04,23528.0,40.65,47.476111
162205,az,agstafa,Agstafa,05,12542.0,41.118889,45.453889
162206,az,agsu,Agsu,06,17209.0,40.569167,48.396476
162781,az,artyom,Artyom,09,13435.0,40.472255,50.333041
163096,az,astara,Astara,08,15190.0,38.455977,48.87498
163271,az,badamdar,Badamdar,09,11398.0,40.339444,49.803889
163345,az,baku,Baku,09,1116513.0,40.39527800000001,49.882222
164008,az,buzovna,Buzovna,09,24795.0,40.517888,50.113901
164453,az,culfa,Culfa,35,10820.0,38.9558,45.6308
165800,az,goycay,Göyçay,22,35348.0,40.653056,47.740556
166195,az,hovsan,Hövsan,09,36293.0,40.374444,50.085278
166336,az,imisli,Imisli,24,31381.0,39.871307,48.064094
167255,az,kesla,Kesla,09,17913.0,40.397778,49.898611
167716,az,kirovskiy,Kirovskiy,09,34488.0,40.43333300000001,49.85
168413,az,lokbatan,Lökbatan,09,30694.0,40.323718,49.728038
168724,az,mastaga,Mastaga,09,40092.0,40.532778,50.003889
169423,az,neftcala,Neftçala,36,18661.0,39.37417,49.247224
170023,az,pushkino,Pushkino,13,18182.0,39.458333,48.545
170125,az,qaracuxur,Qaraçuxur,09,72989.0,40.396667,49.973611
170280,az,qax,Qax,39,11993.0,41.4225,46.924167
170304,az,qazax,Qazax,40,18904.0,41.093333,45.366111
170380,az,qobustan,Qobustan,09,13398.0,40.08238,49.412048
170406,az,qovlar,Qovlar,58,12819.0,40.942137,45.732171
170425,az,quba,Quba,42,22405.0,41.362587,48.515186
170453,az,qusar,Qusar,44,16022.0,41.427284,48.42893
170587,az,sabirabad,Sabirabad,46,28076.0,40.009458,48.475154
170603,az,sabuncu,Sabunçu,09,20996.0,40.4425,49.948056
170726,az,salyan,Salyan,49,36555.0,39.593615,48.980552
170786,az,saray,Saray,01,10173.0,40.532222,49.716389
171595,az,susa,Susa,56,18663.0,39.758934,46.749187
171949,az,tovuz,Tovuz,58,12626.0,40.992222,45.628889
172067,az,ucar,Ucar,59,15741.0,40.518333,47.654167
172365,az,xacmaz,Xaçmaz,60,37175.0,41.463489,48.80605
172413,az,xanlar,Xanlar,62,17816.0,40.586944,46.31583300000001
172490,az,xudat,Xudat,60,13625.0,41.630965,48.681
172720,az,yevlax,Yevlax,68,53715.0,40.612732,47.142329
172925,az,zabrat,Zabrat,09,21396.0,40.476104,49.941582
172985,az,zaqatala,Zaqatala,70,18277.0,41.633611,46.643333
173521,ba,banja luka,Banja Luka,02,221100.0,44.7758333,17.1855556
173806,ba,bihac,Bihac,01,75641.0,44.8169444,15.8708333
173836,ba,bijeljina,Bijeljina,02,37691.0,44.7569444,19.2161111
173867,ba,bileca,Bileca,02,13256.0,42.8719444,18.4297222
174276,ba,bosanska gradiska,Bosanska Gradiska,02,13345.0,45.1411111,17.25
174279,ba,bosanska krupa,Bosanska Krupa,01,15193.0,44.8825,16.1513889
174430,ba,brcko,Brcko,BD,38478.0,44.8727778,18.8083333
174717,ba,bugojno,Bugojno,01,41378.0,44.0572222,17.450833300000006
175031,ba,cazin,Cazin,01,21741.0,44.9669444,15.943055599999996
175852,ba,doboj,Doboj,02,27234.0,44.7347222,18.0877778
177204,ba,foca,Foca,02,14614.0,43.505,18.7786111
177578,ba,gorazde,Gorazde,01,17649.0,43.6669444,18.9763889
178299,ba,gracanica,Gracanica,01,15758.0,44.7033333,18.3097222
178305,ba,gradacac,Gradacac,01,15659.0,44.8808333,18.4269444
179479,ba,kakanj,Kakanj,01,12405.0,44.1272222,18.1180556
180091,ba,konjic,Konjic,01,15950.0,43.6519444,17.9613889
181133,ba,livno,Livno,01,11748.0,43.8269444,17.007777800000003
181354,ba,lukavac,Lukavac,01,12607.0,44.5419444,18.5258333
182374,ba,mostar,Mostar,01,104517.0,43.3433333,17.8080556
182456,ba,mrkonjic grad,Mrkonjic Grad,02,14737.0,44.4158333,17.0861111
182820,ba,novi travnik,Novi Travnik,01,10006.0,44.17111110000001,17.6575
182930,ba,odzak,Odzak,01,11621.0,45.0111111,18.3266667
184514,ba,prijedor,Prijedor,02,36346.0,44.9813889,16.713055599999993
184616,ba,prozor,Prozor,01,10349.0,43.8222222,17.6091667
185592,ba,sanski most,Sanski Most,01,13550.0,44.7652778,16.665555599999998
185607,ba,sarajevo,Sarajevo,01,696726.0,43.85,18.3833333
185962,ba,sipovo,Sipovo,02,10737.0,44.2813889,17.083888899999998
186658,ba,stijena,Stijena,01,10844.0,44.9352778,16.0172222
187333,ba,travnik,Travnik,01,31127.0,44.2266667,17.6705556
187356,ba,trebinje,Trebinje,02,33177.0,42.71194439999999,18.3441667
187624,ba,tuzla,Tuzla,01,142484.0,44.5427778,18.6694444
187893,ba,velika kladusa,Velika Kladusa,01,19330.0,45.1894444,15.811666699999998
188105,ba,visoko,Visoko,01,17890.0,43.9888889,18.1780556
188804,ba,zavidovici,Zavidovici,01,14380.0,44.4458333,18.1497222
188922,ba,zenica,Zenica,01,164422.0,44.2013889,17.9063889
188991,ba,zivinice,Zivinice,01,13640.0,44.4494444,18.6497222
189216,bb,bridgetown,Bridgetown,08,98511.0,13.1,-59.6166667
189720,bd,abhaynagar,Abhaynagar,82,42658.0,23.0166667,89.4666667
190853,bd,badarganj,Badarganj,83,32604.0,25.6666667,89.05
191364,bd,bajitpur,Bajitpur,81,34564.0,24.2166667,90.95
191809,bd,bandarban,Bandarban,80,32526.0,22.2,92.2166667
191893,bd,baniachang,Baniachang,86,37812.0,24.5166667,91.3666667
192688,bd,barisal,Barisal,84,280437.0,22.7,90.3666667
193231,bd,bera,Bera,81,39608.0,24.0833333,89.6166667
193449,bd,bhairab bazar,Bhairab Bazar,81,105470.0,24.0666667,90.9666667
193516,bd,bhandaria,Bhandaria,84,30222.0,22.4833333,90.0666667
193811,bd,bheramara,Bheramara,81,38164.0,24.0333333,88.9666667
193891,bd,bhola,Bhola,80,99090.0,22.6833333,90.65
195401,bd,chandpur,Chandpur,80,120183.0,23.15,90.7166667
195659,bd,char bhadrasan,Char Bhadrasan,81,34427.0,23.3166667,90.2166667
196546,bd,chhagalnaiya,Chhagalnaiya,80,39339.0,23.03,91.5069444
196588,bd,chhatak,Chhatak,86,39223.0,25.0333333,91.6666667
197034,bd,chilmari,Chilmari,81,49742.0,25.55,89.7166667
198311,bd,dhaka,Dhaka,81,6493177.0,23.7230556,90.4086111
198395,bd,dhamrai,Dhamrai,81,38003.0,23.9122222,90.2683333
198891,bd,dinajpur,Dinajpur,83,206251.0,25.6333333,88.6333333
198959,bd,dohar,Dohar,81,45549.0,23.5883333,90.1469444
199526,bd,faridpur,Faridpur,81,112200.0,23.6,89.83333329999998
199569,bd,fatikchhari,Fatikchhari,80,39974.0,22.725,91.7675
199594,bd,feni,Feni,85,84038.0,23.0186111,91.41
199707,bd,gafargaon,Gafargaon,81,34181.0,24.4333333,90.5666667
200056,bd,gaurnadi,Gaurnadi,81,40524.0,22.9666667,90.2333333
200104,bd,gazipur,Gazipur,81,132249.0,23.8,90.65
200893,bd,habiganj,Habiganj,86,88770.0,24.3833333,91.4166667
200942,bd,hajiganj,Hajiganj,80,44349.0,23.2511111,90.8591667
201827,bd,ishurdi,Ishurdi,81,82005.0,24.1333333,89.08333329999998
202061,bd,jaipur hat,Jaipur Hat,83,73076.0,25.1,89.0166667
202157,bd,jamalpur,Jamalpur,81,167914.0,24.9166667,89.9333333
202524,bd,jhikargachha,Jhikargachha,82,41962.0,23.1166667,89.1166667
203301,bd,kalia,Kalia,81,40497.0,23.05,89.6333333
203332,bd,kaliganj,Kaliganj,82,45636.0,23.4166667,89.1333333
204361,bd,keshabpur,Keshabpur,82,30930.0,22.9166667,89.2166667
204435,bd,khagrachari,Khagrachari,80,50364.0,23.1,91.9666667
205021,bd,khulna,Khulna,82,1342429.0,22.8,89.55
205096,bd,kishorganj,Kishorganj,81,90700.0,24.4333333,90.7666667
205812,bd,laksham,Laksham,85,82299.0,23.2472222,91.1425
205875,bd,lakshmipur,Lakshmipur,85,61710.0,22.95,90.8333333
205910,bd,lalmanir hat,Lalmanir Hat,83,65135.0,25.9,89.45
205912,bd,lalmohan,Lalmohan,80,42225.0,22.3166667,90.7166667
206214,bd,madaripur,Madaripur,81,84799.0,23.175277800000003,90.2072222
207067,bd,manikchhari,Manikchhari,80,24836.0,22.8386111,91.8455556
207074,bd,manikganj,Manikganj,81,85800.0,23.855277800000003,90.0125
207304,bd,mathbaria,Mathbaria,84,29764.0,22.3,89.95
207393,bd,maulvi bazar,Maulvi Bazar,86,57448.0,24.4833333,91.7833333
207472,bd,mehendiganj,Mehendiganj,80,39429.0,22.8166667,90.5333333
207626,bd,mirzapur,Mirzapur,81,41142.0,24.1,90.1
207804,bd,morrelganj,Morrelganj,84,31651.0,22.4666667,89.85
207906,bd,muktagachha,Muktagachha,81,24687.0,24.7666667,90.2333333
208088,bd,nabinagar,Nabinagar,80,31675.0,23.8916667,90.9733333
208201,bd,nageshwari,Nageshwari,83,49431.0,25.9666667,89.7166667
208307,bd,nalchiti,Nalchiti,84,38708.0,22.6333333,90.2833333
208551,bd,naral,Naral,81,55118.0,23.1666667,89.5
208581,bd,narayanganj,Narayanganj,81,223773.0,23.6233333,90.5011111
208651,bd,narsingdi,Narsingdi,81,281110.0,23.9208333,90.7180556
208758,bd,nawabganj,Nawabganj,83,142373.0,24.6,88.2833333
208877,bd,netrakona,Netrakona,81,79025.0,24.8833333,90.7166667
209466,bd,pabna,Pabna,81,137904.0,24.0,89.25
209717,bd,palang,Palang,81,67659.0,23.2166667,90.35
209795,bd,panchagarh,Panchagarh,83,48536.0,26.3333333,88.5666667
210061,bd,parbatipur,Parbatipur,83,48026.0,25.65,88.91666670000002
210426,bd,patiya,Patiya,80,51367.0,22.3030556,91.9783333
210629,bd,phultala,Phultala,82,37990.0,22.7,89.5166667
210695,bd,pirganj,Pirganj,83,34610.0,25.8666667,88.3666667
210703,bd,pirojpur,Pirojpur,84,54424.0,22.5666667,89.9833333
211478,bd,rajshahi,Rajshahi,81,700206.0,24.3666667,88.6
211562,bd,ramganj,Ramganj,80,55247.0,23.1,90.85
211563,bd,ramgarh,Ramgarh,80,28017.0,22.9702778,91.7966667
211735,bd,rangpur,Rangpur,83,285586.0,25.75,89.25
211781,bd,raozan,Raozan,80,25711.0,22.5661111,91.9325
211930,bd,raypur,Raypur,80,64659.0,23.05,90.7666667
212419,bd,sakhipur,Sakhipur,81,40874.0,24.3,90.1833333
212806,bd,sarankhola,Sarankhola,84,36475.0,22.3,89.7833333
212873,bd,sarishabari,Sarishabari,81,81334.0,24.7333333,89.83333329999998
213021,bd,satkhira,Satkhira,82,128933.0,22.7166667,89.1
213353,bd,sherpur,Sherpur,81,107431.0,25.0166667,90.0166667
213359,bd,shibganj,Shibganj,83,35965.0,24.6833333,88.16666670000002
213705,bd,sirajganj,Sirajganj,81,167501.0,24.45,89.7166667
214447,bd,sunamganj,Sunamganj,86,76491.0,25.0666667,91.4
214991,bd,teknaf,Teknaf,85,40562.0,20.8666667,92.3
215140,bd,thakurgaon,Thakurgaon,83,71104.0,26.0333333,88.4666667
215372,bd,tungi,Tungi,81,337620.0,23.89,90.4058333
216113,be,aalst,Aalst,08,77534.0,50.93333300000001,4.033333
216117,be,aalter,Aalter,08,18802.0,51.083333,3.45
216138,be,aarschot,Aarschot,02,27656.0,50.983333,4.8333330000000005
216144,be,aartselaar,Aartselaar,01,14193.0,51.133333,4.383333
216263,be,alken,Alken,05,10933.0,50.866667,5.3
216301,be,amay,Amay,04,13307.0,50.55,5.316667
216326,be,andenne,Andenne,07,24055.0,50.483333,5.1
216330,be,anderlues,Anderlues,03,11597.0,50.4,4.266667
216353,be,ans,Ans,04,27297.0,50.65,5.533333
216365,be,antwerp,Antwerp,01,459805.0,51.216667,4.416667
216370,be,anzegem,Anzegem,09,13920.0,50.833333,3.466667
216404,be,arendonk,Arendonk,01,12247.0,51.316667,5.0833330000000005
216411,be,arlon,Arlon,06,26179.0,49.68333300000001,5.816667
216442,be,asse,Asse,02,28985.0,50.916667,4.2
216448,be,assenede,Assenede,08,13495.0,51.233333,3.75
216459,be,ath,Ath,03,26681.0,50.633333,3.783333
216469,be,aubange,Aubange,06,14932.0,49.583333,5.8
216593,be,aywaille,Aywaille,04,10636.0,50.466667,5.666667
216668,be,balen,Balen,01,19978.0,51.166667,5.15
216793,be,bastogne,Bastogne,06,14395.0,50.0,5.716667
216905,be,beernem,Beernem,09,14512.0,51.15,3.333333
216906,be,beerse,Beerse,01,16208.0,51.316667,4.866667
216908,be,beersel,Beersel,02,23228.0,50.766667,4.3
217003,be,beloeil,Beloeil,03,13405.0,50.55,3.716667
217092,be,beringen,Beringen,05,40930.0,51.05,5.216667
217106,be,berlaar,Berlaar,01,10370.0,51.116667,4.65
217109,be,berlare,Berlare,08,13853.0,51.033333,4.0
217119,be,bernissart,Bernissart,03,11588.0,50.466667,3.633333
217189,be,beveren,Beveren,08,45179.0,51.216667,4.25
217203,be,beyne-heusay,Beyne-Heusay,04,11608.0,50.616667,5.65
217269,be,bilzen,Bilzen,05,29622.0,50.866667,5.516667
217270,be,binche,Binche,03,32030.0,50.4,4.166667
217321,be,blankenberge,Blankenberge,09,18230.0,51.316667,3.1333330000000004
217340,be,blegny,Blegny,04,12745.0,50.666667,5.733333
217398,be,bocholt,Bocholt,05,12346.0,51.166667,5.5833330000000005
217412,be,boechout,Boechout,01,12145.0,51.166667,4.5
217564,be,bonheiden,Bonheiden,01,14260.0,51.033333,4.533333
217597,be,boom,Boom,01,15810.0,51.083333,4.366667
217608,be,boortmeerbeek,Boortmeerbeek,02,11570.0,50.983333,4.566667
217639,be,bornem,Bornem,01,19997.0,51.1,4.233333
217645,be,borsbeek,Borsbeek,01,10334.0,51.2,4.483333
217827,be,boussu,Boussu,03,20058.0,50.43333300000001,3.8
217892,be,braine-le-comte,Braine-le-Comte,03,20133.0,50.6,4.133333
217914,be,brasschaat,Brasschaat,01,37040.0,51.283333,4.45
217921,be,brecht,Brecht,01,25908.0,51.35,4.633333
217925,be,bredene,Bredene,09,14862.0,51.233333,2.966667
217931,be,bree,Bree,05,14363.0,51.133333,5.6
218048,be,brugge,Brugge,09,116709.0,51.216667,3.233333
218097,be,brussels,Brussels,11,1019022.0,50.833333,4.3333330000000005
218142,be,buggenhout,Buggenhout,08,13510.0,51.016667,4.2
218430,be,chapelle-lez-herlaimont,Chapelle-lez-Herlaimont,03,14353.0,50.466667,4.283333
218440,be,charleroi,Charleroi,03,200132.0,50.416667,4.433333
218460,be,chatelet,Châtelet,03,35238.0,50.4,4.516667
218466,be,chaudfontaine,Chaudfontaine,04,20960.0,50.583333,5.633333
218471,be,chaumont-gistoux,Chaumont-Gistoux,02,10943.0,50.68333300000001,4.733333
218549,be,ciney,Ciney,07,14830.0,50.3,5.1
218630,be,colfontaine,Colfontaine,03,19964.0,50.383333,3.866667
218763,be,courcelles,Courcelles,03,29473.0,50.466667,4.366667
218787,be,couvin,Couvin,07,13518.0,50.05,4.483333
218918,be,damme,Damme,09,10924.0,51.25,3.2833330000000003
218996,be,deerlijk,Deerlijk,09,11292.0,50.85,3.35
219007,be,de haan,De Haan,09,11766.0,51.266667,3.0333330000000003
219046,be,deinze,Deinze,08,27777.0,50.983333,3.5333330000000003
219149,be,denderleeuw,Denderleeuw,08,16969.0,50.883333,4.066667
219150,be,dendermonde,Dendermonde,08,43055.0,51.033333,4.116667
219215,be,de pinte,De Pinte,08,10020.0,51.0,3.65
219284,be,destelbergen,Destelbergen,08,16853.0,51.05,3.8
219376,be,diepenbeek,Diepenbeek,05,17699.0,50.9,5.4
219385,be,diest,Diest,02,22516.0,50.983333,5.05
219402,be,diksmuide,Diksmuide,09,15515.0,51.033333,2.866667
219404,be,dilbeek,Dilbeek,02,39482.0,50.85,4.266667
219407,be,dinant,Dinant,07,12875.0,50.266667,4.916667
219412,be,dison,Dison,04,13642.0,50.616667,5.85
219492,be,dour,Dour,03,16861.0,50.4,3.783333
219601,be,duffel,Duffel,01,16011.0,51.1,4.516667
219631,be,durbuy,Durbuy,06,10251.0,50.35,5.466667
219660,be,edegem,Edegem,01,21839.0,51.15,4.45
219699,be,eeklo,Eeklo,08,19116.0,51.18333300000001,3.566667
219741,be,eghezee,Éghezée,07,14352.0,50.6,4.9
219896,be,enghien,Enghien,03,11367.0,50.7,4.033333
219969,be,esneux,Esneux,04,13497.0,50.533333,5.566667
219986,be,essen,Essen,01,16754.0,51.466667,4.466667
220010,be,eupen,Eupen,04,18029.0,50.633333,6.033333
220023,be,evergem,Evergem,08,31615.0,51.116667,3.7
220095,be,farciennes,Farciennes,03,11488.0,50.43333300000001,4.55
220211,be,fleron,Fléron,04,15994.0,50.616667,5.683333
220214,be,fleurus,Fleurus,03,22080.0,50.483333,4.533333
220229,be,florennes,Florennes,07,10723.0,50.25,4.616667
220400,be,frameries,Frameries,03,20598.0,50.4,3.9
220548,be,gavere,Gavere,08,11888.0,50.93333300000001,3.666667
220561,be,geel,Geel,01,34697.0,51.166667,5.0
220624,be,gembloux,Gembloux,07,21676.0,50.566667,4.683333
220641,be,genappe,Genappe,02,14266.0,50.6,4.45
220675,be,genk,Genk,05,63666.0,50.966667,5.5
220688,be,gent,Gent,08,231493.0,51.05,3.716667
220694,be,geraardsbergen,Geraardsbergen,08,30807.0,50.766667,3.866667
220724,be,gerpinnes,Gerpinnes,03,11977.0,50.333333,4.516667
220789,be,gistel,Gistel,09,11084.0,51.166667,2.95
221066,be,grez-doiceau,Grez-Doiceau,02,12367.0,50.733333,4.7
221078,be,grimbergen,Grimbergen,02,33561.0,50.93333300000001,4.383333
221096,be,grobbendonk,Grobbendonk,01,10724.0,51.2,4.716667
221281,be,haacht,Haacht,02,13541.0,50.983333,4.633333
221294,be,haaltert,Haaltert,08,17129.0,50.9,4.0
221423,be,halle,Halle,02,34479.0,50.733333,4.233333
221462,be,hamme,Hamme,08,22891.0,51.1,4.133333
221503,be,hannut,Hannut,04,14129.0,50.666667,5.0833330000000005
221534,be,harelbeke,Harelbeke,09,25978.0,50.85,3.3
221574,be,hasselt,Hasselt,05,69222.0,50.93333300000001,5.3333330000000005
221832,be,heist-op-den-berg,Heist-op-den-Berg,01,37873.0,51.083333,4.716667
221947,be,herentals,Herentals,01,25912.0,51.18333300000001,4.8333330000000005
221949,be,herent,Herent,02,19218.0,50.9,4.666667
221964,be,herk-de-stad,Herk-de-Stad,05,11566.0,50.93333300000001,5.166667
222002,be,herselt,Herselt,01,13493.0,51.05,4.883333
222004,be,herstal,Herstal,04,36503.0,50.666667,5.633333
222015,be,herve,Herve,04,16544.0,50.633333,5.8
222018,be,herzele,Herzele,08,16523.0,50.883333,3.883333
222223,be,hoeilaart,Hoeilaart,02,10272.0,50.766667,4.466667
222473,be,hoogstraten,Hoogstraten,01,18524.0,51.4,4.766667
222721,be,huy,Huy,04,19973.0,50.516667,5.233333
222732,be,ichtegem,Ichtegem,09,13582.0,51.1,3.0
222736,be,ieper,Ieper,09,35089.0,50.85,2.8833330000000004
222767,be,ingelmunster,Ingelmunster,09,10603.0,50.916667,3.25
222803,be,izegem,Izegem,09,26382.0,50.916667,3.2
222808,be,jabbeke,Jabbeke,09,13488.0,51.18333300000001,3.083333
222867,be,jodoigne,Jodoigne,02,11930.0,50.716667,4.866667
222944,be,kalmthout,Kalmthout,01,17485.0,51.383333,4.466667
222967,be,kampenhout,Kampenhout,02,10784.0,50.95,4.55
222998,be,kapellen,Kapellen,01,26410.0,51.316667,4.433333
223038,be,kasterlee,Kasterlee,01,17765.0,51.25,4.95
223074,be,keerbergen,Keerbergen,02,12363.0,51.0,4.616667
223215,be,kinrooi,Kinrooi,05,11946.0,51.15,5.75
223415,be,knokke-heist,Knokke-Heist,09,33781.0,51.35,3.266667
223458,be,koksijde,Koksijde,09,21027.0,51.1,2.65
223492,be,kontich,Kontich,01,20290.0,51.133333,4.45
223527,be,kortemark,Kortemark,09,11937.0,51.033333,3.0333330000000003
223529,be,kortenberg,Kortenberg,02,17774.0,50.883333,4.533333
223543,be,kortrijk,Kortrijk,09,73879.0,50.833333,3.266667
223570,be,kraainem,Kraainem,02,12815.0,50.866667,4.466667
223633,be,kruibeke,Kruibeke,08,14815.0,51.166667,4.316667
223691,be,kuurne,Kuurne,09,12638.0,50.85,3.2833330000000003
223745,be,laarne,Laarne,08,11600.0,51.033333,3.85
224020,be,la louviere,La Louvière,03,76668.0,50.466667,4.183333
224073,be,lanaken,Lanaken,05,24771.0,50.883333,5.65
224084,be,landen,Landen,02,14458.0,50.75,5.0833330000000005
224319,be,lebbeke,Lebbeke,08,17372.0,51.0,4.133333
224388,be,lede,Lede,08,16813.0,50.966667,3.983333
224556,be,leopoldsburg,Leopoldsburg,05,14149.0,51.116667,5.25
224845,be,lessines,Lessines,03,17687.0,50.716667,3.833333
224923,be,leuven,Leuven,12,92892.0,50.883333,4.7
224975,be,liedekerke,Liedekerke,02,11980.0,50.866667,4.0833330000000005
224980,be,liege,Liège,04,182597.0,50.633333,5.566667
225017,be,lille,Lille,01,15466.0,51.233333,4.8333330000000005
225109,be,lochristi,Lochristi,08,19696.0,51.1,3.833333
225132,be,lokeren,Lokeren,08,37567.0,51.1,3.983333
225154,be,lommel,Lommel,05,31993.0,51.233333,5.3
225161,be,londerzeel,Londerzeel,02,17274.0,51.0,4.3
225276,be,lubbeek,Lubbeek,02,13574.0,50.883333,4.8333330000000005
225299,be,lummen,Lummen,05,13689.0,50.983333,5.2
225341,be,maaseik,Maaseik,05,23684.0,51.1,5.8
225343,be,maasmechelen,Maasmechelen,05,36251.0,50.816667,5.666667
225351,be,machelen,Machelen,02,12252.0,50.916667,4.433333
225425,be,maldegem,Maldegem,08,22092.0,51.216667,3.45
225449,be,malmedy,Malmédy,04,11514.0,50.416667,6.033333
225463,be,manage,Manage,03,22196.0,50.5,4.216667
225503,be,marche-en-famenne,Marche-en-Famenne,06,16856.0,50.2,5.3333330000000005
225654,be,mechelen,Mechelen,01,77531.0,51.033333,4.466667
225759,be,meise,Meise,02,18497.0,50.93333300000001,4.3333330000000005
225787,be,melle,Melle,08,10687.0,51.0,3.8
225809,be,menen,Menen,09,31916.0,50.8,3.116667
225823,be,merchtem,Merchtem,02,14660.0,50.966667,4.233333
225827,be,merelbeke,Merelbeke,08,22047.0,51.0,3.75
225872,be,mettet,Mettet,07,12014.0,50.316667,4.666667
225875,be,meulebeke,Meulebeke,09,10948.0,50.95,3.2833330000000003
225928,be,middelkerke,Middelkerke,09,17789.0,51.18333300000001,2.816667
226098,be,mol,Mol,01,32659.0,51.18333300000001,5.1
226132,be,mons,Mons,03,91277.0,50.45,3.933333
226223,be,moorslede,Moorslede,09,10720.0,50.883333,3.066667
226245,be,morlanwelz,Morlanwelz,03,18233.0,50.45,4.233333
226258,be,mortsel,Mortsel,01,24525.0,51.166667,4.466667
226305,be,mouscron,Mouscron,03,52069.0,50.733333,3.216667
226408,be,namur,Namur,07,106284.0,50.466667,4.866667
226430,be,nazareth,Nazareth,08,10890.0,50.966667,3.6
226503,be,neerpelt,Neerpelt,05,16122.0,51.216667,5.416667
226592,be,nevele,Nevele,08,11153.0,51.033333,3.55
226667,be,nieuwpoort,Nieuwpoort,09,10845.0,51.133333,2.75
