	Unnamed: 0	station_id	station_name	latitude	longitude	WMO_id	isRadio
1744	1744	78367	GUANTANAMO BAY/NAS       	19.9	-75.15	78367	
1745	1745	78325	HABANA/OBSERV. NACIONAL  	23.16666666666667	-82.35	78325	
1746	1746	78317	PASO REAL DE SAN DIEGO   	22.55	-83.31666666666666	78317	
1747	1747	78369	PUNTA MAISI              	20.25	-74.15	78369	
1748	1748	78349	SANCTI SPIRITUS          	21.93333333333333	-79.45	78349	
1749	1749	78339	SANTA CLARA /UNIV.       	22.43333333333333	-79.9	78339	
1750	1750	78364	SANTIAGO DE CUBA/UNIV    	20.05	-75.81666666666666	78364	
1751	1751	78482	BARAHONA                 	18.2	-71.1	78482	
1752	1752	78478	CABO ENGANO              	18.616666666666667	-68.31666666666666	78478	
1753	1753	78464	CABRERA                  	19.633333333333333	-69.9	78464	
1754	1754	78451	MONTE CRISTI             	19.85	-71.63333333333334	78451	
1755	1755	78457	PUERTO PLATA             	19.816666666666666	-70.7	78457	
1756	1756	78467	SABANA DE LA MAR         	19.05	-69.41666666666667	78467	
1757	1757	78484	SAN CRISTOBAL            	18.416666666666668	-70.1	78484	
1758	1758	78480	SAN JUAN DE LA MAGUANA   	18.8	-71.23333333333333	78480	
1759	1759	78460	SANTIAGO                 	19.45	-70.7	78460	
1760	1760	78486	SANTO DOMINGO            	18.483333333333334	-69.91666666666667	78486	
1761	1761	78926	FORT-DE-FRANCE           	14.616666666666667	-61.06666666666667	78926	
1762	1762	78897	RAIZET                   	16.266666666666666	-61.53333333333333	78897	
1763	1763	78409	CAP HAITIEN              	19.75	-72.2	78409	
1764	1764	78447	CAYES                    	18.2	-73.75	78447	
1765	1765	78988	DR A PLESMAN AP, CURACAO 	12.2	-68.96666666666667	78988	
1766	1766	78866	P JULIANA AP, ST MAARTEN 	18.05	-63.11666666666667	78866	
1767	1767	78109	ABRAHAM BAY MAYAGUANA    	22.36666666666667	-72.96666666666667	78109	
1768	1768	78062	FREEPORT, GRAND BAHAMA   	26.55	-78.7	78062	
1769	1769	78073	NASSAU AP,NEW PROVIDENCE 	25.05	-77.46666666666667	78073	
1770	1770	78954	SEAWELL (GRANTLEY ADAMS) 	13.066666666666665	-59.5	78954	
1771	1771	78016	BERMUDA NAVAL STATION    	32.36666666666667	-64.68333333333334	78016	
1772	1772	78956	PEARL'S AIRPORT          	12.15	-61.61666666666667	78956	
1773	1773	78397	PALISADOES (MANLEY AP)   	17.933333333333334	-76.78333333333333	78397	
1774	1774	78399	MORANT POINT LIGHTHOUSE  	17.916666666666668	-76.18333333333334	78399	
1775	1775	78387	NEGRIL POINT LIGHTHOUSE  	18.25	-78.36666666666666	78387	
1776	1776	78970	PIARCO                   	10.583333333333334	-61.35	78970	
1777	1777	78520	PONCE                    	18.016666666666666	-66.56666666666666	78520	
1778	1778	78526	SAN JUAN/INT             	18.433333333333334	-66.0	78526	
1779	1779	78501	SWAN ISLAND              	17.416666666666668	-83.95	78501	
1780	1780	78547	ALEX HAMILTON, ST. CROIX 	17.7	-64.8	78547	
1781	1781	60620	ADRAR                    	27.88333333333333	-0.2833333333333333	60620	
1782	1782	60390	ALGER/DAR EL BEIDA       	36.71666666666667	3.25	60390	
1783	1783	60360	ANNABA                   	36.833333333333336	7.816666666666666	60360	
1784	1784	60571	BECHAR                   	31.61666666666667	-2.216666666666667	60571	
1785	1785	60525	BISKRA                   	34.8	5.7333333333333325	60525	
1786	1786	60535	DJELFA                   	34.68333333333333	3.25	60535	
1787	1787	60590	EL GOLEA                 	30.566666666666666	2.8666666666666667	60590	
1788	1788	60611	IN AMENAS                	28.05	9.633333333333333	60611	
1789	1789	60630	IN SALAH                 	27.2	2.466666666666667	60630	
1790	1790	60490	ORAN/ES SENIA            	35.61666666666667	-0.6	60490	
1791	1791	60680	TAMANRASSET              	22.78333333333333	5.5166666666666675	60680	
1792	1792	65338	BOHICON                  	7.166666666666668	2.066666666666667	65338	
1793	1793	65344	COTONOU                  	6.35	2.3833333333333333	65344	
1794	1794	65306	KANDI                    	11.133333333333333	2.9333333333333336	65306	
1795	1795	65319	NATITINGOU               	10.316666666666666	1.3833333333333333	65319	
1796	1796	65330	PARAKOU                  	9.35	2.6	65330	
1797	1797	65335	SAVE                     	8.033333333333333	2.466666666666667	65335	
1798	1798	68029	KASANE                   	-17.816666666666666	25.15	68029	
1799	1799	64390	BUJUMBURA                	-3.3166666666666664	29.316666666666666	64390	
1800	1800	64756	ABECHE                   	13.85	20.85	64756	
1801	1801	64754	AM-TIMAN                 	11.033333333333333	20.28333333333333	64754	
1802	1802	64751	ATI                      	13.216666666666667	18.316666666666666	64751	
1803	1803	64708	BOKORO                   	12.383333333333333	17.05	64708	
1804	1804	64702	BOL-BERIM                	13.433333333333335	14.733333333333333	64702	
1805	1805	64705	BOUSSO                   	10.483333333333333	16.716666666666665	64705	
1806	1806	64753	FAYA                     	18.0	19.166666666666668	64753	
1807	1807	64701	MAO                      	14.116666666666667	15.316666666666665	64701	
1808	1808	64758	MONGO                    	12.183333333333335	18.683333333333334	64758	
1809	1809	64706	MOUNDOU                  	8.616666666666667	16.066666666666666	64706	
1810	1810	64700	NDJAMENA                 	12.133333333333333	15.033333333333333	64700	
1811	1811	64709	PALA                     	9.366666666666667	14.916666666666664	64709	
1812	1812	64750	SARH                     	9.15	18.383333333333333	64750	
1813	1813	65536	KORHOGO                  	9.416666666666666	-5.616666666666667	65536	
1814	1814	63125	DJIBOUTI                 	11.55	43.15	63125	
1815	1815	62378	HELWAN                   	29.86666666666667	31.33333333333333	62378	
1816	1816	63043	ASSAB                    	13.066666666666665	42.71666666666667	63043	
1817	1817	63332	BAHAR DAR                	11.6	37.4	63332	
1818	1818	64570	MVENGUE                  	-1.65	13.433333333333335	64570	
1819	1819	61731	BASSE MET                	13.316666666666665	-14.216666666666667	61731	
1820	1820	65437	KETE-KRACHI              	7.816666666666666	-0.03333333333333333	65437	
1821	1821	61766	BISSAU AIRPORT           	11.883333333333333	-15.65	61766	
1822	1822	61769	BOLAMA                   	11.583333333333336	-15.483333333333333	61769	
1823	1823	63772	LAMU                     	-2.2666666666666666	40.9	63772	
1824	1824	63740	NAIROBI/KENYATTA AIRPORT 	-1.3166666666666669	36.91666666666666	63740	
1825	1825	63793	VOI                      	-3.4	38.56666666666667	63793	
1826	1826	68452	MOKHOTLONG               	-29.28333333333333	29.08333333333333	68452	
1827	1827	65602	SPRIGGS PAYNE AIRPORT    	6.283333333333332	-10.766666666666667	65602	
1828	1828	67489	MZUZU                    	-11.433333333333335	34.016666666666666	67489	
