	file	kind	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
78	era5.36778.bfr	ORPHAN	0-20888-0-36778	 	79	36778	 	 	 	 	 	78.7	44.8	 	19661021	19680430	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
79	era5.10899.bfr	ORPHAN	0-20888-0-10899	 	80	10899	 	 	 	 	 	152.1	3.9	 	19710103	19720708	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
80	era5.10143.bfr	ORPHAN	0-20888-0-10143	 	81	10143	 	 	 	 	 	143.2	-41.0	 	19710703	19710703	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
81	era5.10104.bfr	ORPHAN	0-20888-0-10104	 	82	10104	 	 	 	 	 	104.9	-60.0	 	19711121	19711124	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
82	era5.35884.bfr	ORPHAN	0-20888-0-35884	 	83	35884	 	 	 	 	 	55.0	45.5	 	19680103	19681031	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
83	era5.10524.bfr	ORPHAN	0-20888-0-10524	 	84	10524	 	 	 	 	 	5.1	64.3	 	19711111	19711111	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
84	era5.62740.bfr	ORPHAN	0-20888-0-62740	 	85	62740	 	 	 	 	 	24.7	14.2	 	19740611	19740826	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
85	era5.10124.bfr	COORDINATE_ISSUES	0-20666-0-10124	 	86	10124	 	 	 	 	 			 	19711018	19711028	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
86	era5.10172.bfr	MATCHING_ID_NONMATCHING_COORD	0-20777-0-10172	 	87	10172	 	 	 	 	 	[148.9, 148.9]	[-38.1, -38.1]	 	19720618	19720618	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
87	era5.35756.bfr	ORPHAN	0-20888-0-35756	 	88	35756	 	 	 	 	 	64.67	46.88	 	19740815	19781222	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
88	era5.10364.bfr	ORPHAN	0-20888-0-10364	 	89	10364	 	 	 	 	 	109.9	13.3	 	19710702	19711211	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
89	era5.10109.bfr	ORPHAN	0-20888-0-10109	 	90	10109	 	 	 	 	 	109.8	-53.0	 	19710910	19711025	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
90	era5.10230.bfr	ORPHAN	0-20888-0-10230	 	91	10230	 	 	 	 	 	101.6	-30.8	 	19720623	19720623	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
91	era5.10289.bfr	COORDINATE_ISSUES	0-20666-0-10289	 	92	10289	 	 	 	 	 			 	19720128	19720130	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
92	era5.10376.bfr	COORDINATE_ISSUES	0-20666-0-10376	 	93	10376	 	 	 	 	 			 	19730526	19730602	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
93	era5.10179.bfr	ORPHAN	0-20888-0-10179	 	94	10179	 	 	 	 	 	179.6	-33.9	 	19710228	19710228	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
94	era5.10914.bfr	ORPHAN	0-20888-0-10914	 	95	10914	 	 	 	 	 	-95.6	14.2	 	19731120	19731120	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
95	era5.30469.bfr	ORPHAN	0-20888-0-30469	 	96	30469	 	 	 	 	 	116.7	55.1	 	19620820	19660131	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
96	era5.1084.bfr	ORPHAN	0-20888-0-10084	 	97	10084	 	 	 	 	 	84.4	-62.3	 	19710307	19710307	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
97	era5.10271.bfr	COORDINATE_ISSUES	0-20666-0-10271	 	98	10271	 	 	 	 	 			 	19720821	19721214	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
98	era5.99912.bfr	ORPHAN	0-20888-0-99912	 	99	99912	 	 	 	 	 	-145.9	50.0	 	19730427	19731223	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
99	era5.10483.bfr	ORPHAN	0-20888-0-10483	 	100	10483	 	 	 	 	 	-34.9	43.7	 	19710529	19710529	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
100	era5.10256.bfr	ORPHAN	0-20888-0-10256	 	101	10256	 	 	 	 	 	-45.4	43.4	 	19720831	19720928	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
101	era5.1064.bfr	ORPHAN	0-20888-0-10064	 	102	10064	 	 	 	 	 	-64.4	42.6	 	19710304	19710304	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
102	era5.62940.bfr	ORPHAN	0-20888-0-62940	 	103	62940	 	 	 	 	 	28.4	4.6	 	19740629	19740830	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
