	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	distance_km	distance_km_minusLat	city_dist_km	elevation	file	inventory
65	0-20600-0-91939	0	66	woudc	3	(made up station ID) Tahiti ozonesonde site, French Polynesia			0	-149.0	-18.0		1995-07-31	1999-12-27	1	0	63	NMS	174	Papara									['126', '137', '106', '107', '117']							L.Haimberger	0	0.0		64.5	-999.0	woudc_-18.0_-149.0.csv	SCHROEDER
66	0-20000-0-70026	0	67	woudc	3	BARROW/W. POST W. ROGERS			0	-156.78333333333333	71.28888888888889		1974-06-14	2008-04-21	1	0	63	NMS	231										['126', '137', '106', '107', '117']							L.Haimberger	0	6.7			11.9	woudc_71.3_-156.6.csv	OSCAR
67	0-20300-0-63799	0	68	woudc	3	MALINDI			0	40.1	-3.217		1999-03-06	2006-01-04	1	0	63	NMS	114	Malindi									['126', '137', '106', '107', '117']							L.Haimberger	0	27.0		26.4	19.0	woudc_-2.99_40.19.csv	IGRA2
68	0-52-130-78954	0	69	woudc	3	GRANTLEY ADAMS			0	-59.48333333333333	13.066666666666666		2006-07-19	2006-08-30	1	0	63	NMS	18	Bridgetown									['126', '137', '106', '107', '117']							L.Haimberger	0	11.8		21.3	56.0	woudc_13.16_-59.43.csv	OSCAR
69	0-20000-0-74001	0	70	woudc	3	REDSTONE ARSENAL, AL.			0	-86.63333333333334	34.6		1999-04-20	2007-12-15	1	0	63	NMS	231	Huntsville									['126', '137', '106', '107', '117']							L.Haimberger	0	13.3		5.1	196.0	woudc_34.72_-86.64.csv	OSCAR
70	0-20300-0-24163	0	71	woudc	3	PASCO			0	-119.1167	46.2667		2006-04-21	2006-05-15	1	0	63	NMS	231	Kennewick									['126', '137', '106', '107', '117']							L.Haimberger	0	8.1		2.2	123.7	woudc_46.2_-119.16.csv	IGRA2
71	0-20000-0-40800	0	72	woudc	3	ESFAHAN			0	51.70611111111111	32.5175		1995-07-31	2011-04-25	1	0	63	NMS	107	Esfahan									['126', '137', '106', '107', '117']							L.Haimberger	0	1.0		16.5	1550.4	woudc_32.51_51.7.csv	OSCAR
72	0-20500-0-93152	0	73	woudc	3	CAJON			0	-117.47	34.3		2006-02-23	2006-08-31	1	0	63	NMS	231	Glendora									['126', '137', '106', '107', '117']							L.Haimberger	0	23.9		33.0	932.9928	woudc_34.4_-117.7.csv	WBAN
73	0-20000-0-42182	0	74	woudc	3	NEW DELHI/SAFDARJUNG			0	77.2	28.58333333333333		1969-01-21	2016-12-07	1	0	63	NMS	104	Sohna									['126', '137', '106', '107', '117']							L.Haimberger	0	13.3		6.4	226.0	woudc_28.4823_77.1266.csv	OSCAR
74	0-20000-0-04202	0	75	woudc	3	PITUFFIK (THULE AIR BASE)			0	-68.75	76.53333333333333		1991-10-07	2003-11-04	1	0	63	NMS	83										['126', '137', '106', '107', '117']							L.Haimberger	0	0.5			77.0	woudc_76.53_-68.74.csv	OSCAR
